#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -36.4279  -36.3850  -36.3808  -36.3780  -25.6796  -25.6789  -25.5905  -25.5902  -25.5505  -25.5426  -25.5302  -25.5210  -25.5146  -25.5142  -25.4427  -25.4393  -17.8126  -17.7572  -17.6310  -17.5210  -17.4223  -17.3984  -17.3050  -17.2978  -17.2795  -17.1828  -17.0479  -17.0439  -15.8611  -15.8018  -15.7758  -15.6920  -15.5494  -15.4653  -15.4609  -15.3492  -15.2420  -15.2059  -15.1040  -15.0630  -15.0547  -15.0409  -15.0159  -15.0130  -15.0064  -15.0042  -14.8478  -14.8129  -14.5829  -13.3290  -13.1145  -12.8905  -12.6881  -12.4998  -12.4769  -12.4102   -5.6211   -5.0700   -4.8840   -4.3515   -3.3057   -2.9313   -2.9175   -2.8598   -2.5438   -2.2158   -1.8857   -1.7265   -1.7233   -1.4768   -1.3799   -1.3202   -1.2317   -1.1472   -1.0396   -1.0053   -0.8070   -0.3427   -0.2750   -0.2541    1.2922    3.3886    3.8396    4.6888    4.8271    5.0340    5.0778    5.0898    5.2639    5.6330    5.7309    5.8801    6.1283    6.4405    6.6686    6.8742    7.2548    7.3003    7.5965    7.7921    7.9684    8.0504    8.2613    8.3166    8.7037    8.7090    8.9260    9.0271    9.3866    9.4897    9.5874    9.6112
  0.0618  -36.4279  -36.3850  -36.3808  -36.3780  -25.6797  -25.6788  -25.5904  -25.5903  -25.5506  -25.5426  -25.5302  -25.5210  -25.5146  -25.5142  -25.4427  -25.4393  -17.8121  -17.7583  -17.6302  -17.5209  -17.4217  -17.3988  -17.3050  -17.2977  -17.2794  -17.1829  -17.0480  -17.0440  -15.8593  -15.8032  -15.7766  -15.6912  -15.5518  -15.4728  -15.4627  -15.3454  -15.2417  -15.2060  -15.1039  -15.0644  -15.0546  -15.0398  -15.0182  -15.0103  -15.0065  -15.0041  -14.8468  -14.8145  -14.5668  -13.3327  -13.1253  -12.8873  -12.6859  -12.5069  -12.4675  -12.4173   -5.6152   -5.0772   -4.8684   -4.3523   -3.3001   -2.9448   -2.9409   -2.8263   -2.5240   -2.2265   -1.8722   -1.8411   -1.6060   -1.4819   -1.3620   -1.3199   -1.2260   -1.1461   -1.0486   -0.9973   -0.8140   -0.3531   -0.3498   -0.2677    1.3827    3.3963    3.8383    4.6868    4.8077    5.0086    5.0841    5.1150    5.2659    5.6320    5.6742    5.9049    6.1264    6.4416    6.6180    6.8866    7.2168    7.3361    7.5749    7.7737    7.8553    8.0778    8.2403    8.3278    8.7038    8.7323    8.9678    9.0082    9.2442    9.4334    9.6739    9.7460
  0.1237  -36.4279  -36.3850  -36.3808  -36.3780  -25.6799  -25.6787  -25.5904  -25.5903  -25.5507  -25.5428  -25.5301  -25.5210  -25.5145  -25.5143  -25.4427  -25.4393  -17.8110  -17.7616  -17.6277  -17.5208  -17.4199  -17.3999  -17.3049  -17.2972  -17.2792  -17.1830  -17.0482  -17.0440  -15.8539  -15.8068  -15.7786  -15.6888  -15.5591  -15.4911  -15.4679  -15.3375  -15.2406  -15.2062  -15.1035  -15.0676  -15.0546  -15.0372  -15.0206  -15.0069  -15.0069  -15.0036  -14.8441  -14.8189  -14.5195  -13.3429  -13.1575  -12.8784  -12.6797  -12.5186  -12.4491  -12.4371   -5.5983   -5.0976   -4.8235   -4.3546   -3.2843   -2.9801   -2.9639   -2.7723   -2.4709   -2.2541   -1.9421   -1.8369   -1.5455   -1.4536   -1.3166   -1.3127   -1.2117   -1.1377   -1.0726   -0.9795   -0.8309   -0.5557   -0.3707   -0.2925    1.6090    3.4199    3.8343    4.6804    4.7476    4.9737    5.1044    5.1448    5.2726    5.5639    5.6326    5.9118    6.1218    6.4428    6.5293    6.8748    7.1518    7.3744    7.5034    7.7035    7.7619    8.0618    8.1827    8.3169    8.6996    8.7442    8.9703    9.0889    9.1518    9.3263    9.6272    9.8012
  0.1855  -36.4279  -36.3850  -36.3808  -36.3780  -25.6801  -25.6786  -25.5905  -25.5901  -25.5508  -25.5430  -25.5299  -25.5209  -25.5144  -25.5143  -25.4426  -25.4393  -17.8092  -17.7664  -17.6240  -17.5203  -17.4172  -17.4015  -17.3047  -17.2964  -17.2790  -17.1831  -17.0485  -17.0441  -15.8459  -15.8122  -15.7804  -15.6849  -15.5713  -15.5131  -15.4759  -15.3308  -15.2387  -15.2065  -15.1029  -15.0713  -15.0547  -15.0343  -15.0218  -15.0075  -15.0044  -15.0029  -14.8401  -14.8255  -14.4443  -13.3572  -13.2108  -12.8654  -12.6708  -12.5312  -12.4661  -12.4274   -5.5718   -5.1287   -4.7544   -4.3581   -3.2615   -3.0037   -2.9895   -2.7165   -2.3965   -2.2910   -2.0239   -1.7891   -1.5555   -1.4178   -1.3070   -1.2308   -1.2005   -1.1111   -1.0925   -0.9718   -0.8542   -0.7848   -0.4039   -0.3319    1.9014    3.4605    3.8270    4.6460    4.6698    4.9474    5.1369    5.1399    5.2850    5.4501    5.6403    5.8601    6.1027    6.4400    6.4718    6.8255    7.0584    7.3402    7.3842    7.6380    7.8004    8.0258    8.1142    8.2597    8.6336    8.6806    8.8581    9.0856    9.0934    9.2632    9.5912    9.8809
  0.2473  -36.4279  -36.3850  -36.3808  -36.3780  -25.6804  -25.6784  -25.5906  -25.5898  -25.5509  -25.5432  -25.5298  -25.5209  -25.5146  -25.5140  -25.4425  -25.4393  -17.8072  -17.7723  -17.6195  -17.5194  -17.4140  -17.4036  -17.3045  -17.2956  -17.2788  -17.1833  -17.0488  -17.0443  -15.8374  -15.8182  -15.7793  -15.6798  -15.5881  -15.5345  -15.4857  -15.3270  -15.2361  -15.2068  -15.1022  -15.0749  -15.0552  -15.0316  -15.0218  -15.0083  -15.0033  -15.0019  -14.8355  -14.8332  -14.3460  -13.3728  -13.2844  -12.8502  -12.6605  -12.5440  -12.4992  -12.4048   -5.5384   -5.1666   -4.6702   -4.3622   -3.2375   -3.0103   -3.0085   -2.6630   -2.3316   -2.3135   -2.0834   -1.7361   -1.5761   -1.4280   -1.2996   -1.2407   -1.2124   -1.0682   -1.0381   -1.0233   -0.9452   -0.8169   -0.4472   -0.3848    2.2174    3.5205    3.8148    4.5098    4.6600    4.9281    5.0381    5.1882    5.3061    5.3819    5.6556    5.7644    6.0600    6.4318    6.4607    6.7824    6.9262    7.2412    7.2494    7.6453    7.8703    8.0122    8.0512    8.1852    8.4836    8.6731    8.7747    8.9760    9.1538    9.2962    9.7831    9.9895
  0.3092  -36.4279  -36.3850  -36.3808  -36.3780  -25.6807  -25.6782  -25.5907  -25.5896  -25.5511  -25.5435  -25.5296  -25.5208  -25.5147  -25.5138  -25.4424  -25.4393  -17.8052  -17.7784  -17.6149  -17.5181  -17.4107  -17.4059  -17.3042  -17.2947  -17.2786  -17.1834  -17.0492  -17.0444  -15.8314  -15.8239  -15.7722  -15.6741  -15.6088  -15.5534  -15.4957  -15.3259  -15.2332  -15.2072  -15.1016  -15.0777  -15.0558  -15.0295  -15.0208  -15.0092  -15.0030  -15.0012  -14.8410  -14.8310  -14.2314  -13.3873  -13.3761  -12.8348  -12.6498  -12.5565  -12.5314  -12.3838   -5.5011   -5.2074   -4.5826   -4.3664   -3.2196   -3.0146   -2.9973   -2.6139   -2.3729   -2.2462   -2.1042   -1.6867   -1.6039   -1.4604   -1.4331   -1.2773   -1.2502   -1.0944   -1.0114   -0.9390   -0.9039   -0.7920   -0.4971   -0.4483    2.5327    3.6029    3.7941    4.3529    4.6574    4.8320    4.9374    5.2381    5.3393    5.3437    5.6698    5.6713    6.0115    6.4206    6.4674    6.7746    6.7797    7.1245    7.1455    7.6134    7.9347    8.0011    8.0151    8.1666    8.3068    8.6630    8.7573    8.8418    9.1732    9.2446    9.7762   10.1536
  0.3710  -36.4279  -36.3850  -36.3808  -36.3780  -25.6809  -25.6780  -25.5908  -25.5894  -25.5512  -25.5437  -25.5295  -25.5207  -25.5148  -25.5136  -25.4423  -25.4393  -17.8035  -17.7836  -17.6110  -17.5168  -17.4081  -17.4079  -17.3040  -17.2940  -17.2784  -17.1836  -17.0495  -17.0446  -15.8289  -15.8285  -15.7587  -15.6684  -15.6314  -15.5683  -15.5044  -15.3264  -15.2305  -15.2074  -15.1011  -15.0796  -15.0565  -15.0278  -15.0192  -15.0101  -15.0031  -15.0010  -14.8475  -14.8273  -14.1090  -13.4805  -13.3989  -12.8214  -12.6393  -12.5674  -12.5592  -12.3669   -5.4637   -5.2470   -4.5055   -4.3703   -3.2116   -3.0078   -2.9670   -2.5706   -2.4131   -2.2341   -2.0547   -1.7083   -1.6462   -1.5514   -1.4946   -1.3051   -1.2870   -1.1021   -0.9527   -0.8997   -0.7996   -0.7669   -0.5486   -0.5172    2.8286    3.7088    3.7560    4.1976    4.6034    4.6811    4.9351    5.2593    5.2731    5.4059    5.6263    5.6752    5.9713    6.4116    6.4734    6.6400    6.8149    7.0242    7.0615    7.5436    7.9332    7.9742    7.9999    8.1664    8.2648    8.6494    8.7639    8.7684    9.1956    9.2270    9.7949   10.2635
  0.4328  -36.4279  -36.3850  -36.3808  -36.3780  -25.6811  -25.6779  -25.5909  -25.5893  -25.5513  -25.5438  -25.5294  -25.5207  -25.5149  -25.5135  -25.4423  -25.4393  -17.8024  -17.7871  -17.6084  -17.5157  -17.4094  -17.4062  -17.3038  -17.2936  -17.2783  -17.1837  -17.0497  -17.0446  -15.8315  -15.8284  -15.7429  -15.6640  -15.6521  -15.5782  -15.5103  -15.3272  -15.2286  -15.2076  -15.1008  -15.0807  -15.0569  -15.0267  -15.0178  -15.0108  -15.0034  -15.0009  -14.8518  -14.8249  -13.9951  -13.5832  -13.4062  -12.8122  -12.6298  -12.5797  -12.5751  -12.3559   -5.4319   -5.2799   -4.4519   -4.3735   -3.2105   -2.9965   -2.9314   -2.5354   -2.4486   -2.2459   -1.9767   -1.8306   -1.7026   -1.5164   -1.5118   -1.3610   -1.3104   -1.0938   -0.9042   -0.8506   -0.7497   -0.7303   -0.5922   -0.5803    3.0777    3.6869    3.8282    4.0811    4.4071    4.6924    4.9533    5.1569    5.2913    5.4791    5.6239    5.6577    5.9449    6.4107    6.4763    6.5474    6.8638    6.9543    6.9972    7.4829    7.9113    7.9383    7.9569    8.1283    8.3935    8.6182    8.7170    8.7776    9.2002    9.2130    9.7625   10.3919
  0.4947  -36.4279  -36.3850  -36.3808  -36.3780  -25.6811  -25.6779  -25.5909  -25.5892  -25.5513  -25.5438  -25.5293  -25.5207  -25.5149  -25.5134  -25.4423  -25.4393  -17.8020  -17.7883  -17.6074  -17.5153  -17.4099  -17.4055  -17.3038  -17.2934  -17.2782  -17.1837  -17.0498  -17.0447  -15.8325  -15.8284  -15.7348  -15.6622  -15.6618  -15.5817  -15.5124  -15.3275  -15.2279  -15.2076  -15.1007  -15.0811  -15.0570  -15.0263  -15.0173  -15.0111  -15.0037  -15.0009  -14.8533  -14.8241  -13.9376  -13.6369  -13.4087  -12.8088  -12.6249  -12.5884  -12.5779  -12.3521   -5.4176   -5.2945   -4.4324   -4.3751   -3.2108   -2.9913   -2.9145   -2.5178   -2.4671   -2.2517   -1.9340   -1.8836   -1.7374   -1.5234   -1.4647   -1.4094   -1.3182   -1.0888   -0.8839   -0.8248   -0.7437   -0.7060   -0.6109   -0.6104    3.1971    3.6303    3.8985    4.0399    4.3070    4.7007    4.9747    5.1001    5.2971    5.5209    5.6274    5.6371    5.9355    6.4144    6.4772    6.5122    6.9059    6.9096    6.9721    7.4600    7.9044    7.9222    7.9258    8.2958    8.4775    8.5754    8.6983    8.7836    9.2024    9.2309    9.7585   10.2660
  0.4947  -36.4108  -36.4107  -36.3753  -36.3752  -25.6793  -25.6793  -25.5903  -25.5902  -25.5481  -25.5481  -25.5232  -25.5231  -25.5156  -25.5155  -25.4410  -25.4409  -17.6619  -17.6618  -17.5743  -17.5741  -17.4422  -17.4421  -17.3291  -17.3291  -17.2754  -17.2753  -17.1165  -17.1164  -15.8064  -15.8062  -15.6890  -15.6887  -15.6136  -15.6134  -15.3576  -15.3574  -15.1935  -15.1934  -15.1000  -15.0997  -15.0587  -15.0585  -15.0223  -15.0221  -15.0113  -15.0113  -14.8280  -14.8280  -14.0462  -14.0462  -12.7867  -12.7866  -12.6821  -12.6819  -12.4474  -12.4473   -5.3094   -5.3091   -4.5342   -4.5339   -3.3890   -3.3887   -2.6873   -2.6871   -2.0784   -2.0781   -1.9204   -1.9202   -1.7902   -1.7902   -1.3531   -1.3529   -1.2725   -1.2723   -1.0036   -1.0035   -0.7427   -0.7426   -0.4342   -0.4341    2.8474    2.8476    4.3964    4.3966    4.8882    4.8883    5.0700    5.0701    5.3529    5.3531    5.7930    5.7932    6.2892    6.2893    6.6632    6.6634    7.3122    7.3124    7.4814    7.4815    7.8607    7.8609    7.9504    7.9508    8.4493    8.4635    9.1525    9.2112    9.6056    9.6976    9.8087    9.8929
