#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -45.3520  -45.3432  -45.3332  -37.5927  -18.4802  -18.2983  -18.2844  -12.1652  -10.8009   -8.9838   -8.9727   -8.8412   -8.8287   -8.6650   -5.1124   -1.4991   -1.4079   -0.4680   -0.3274   -0.2339    1.7958    2.7986    3.4761    4.0495
  0.0528  -45.3520  -45.3432  -45.3332  -37.5926  -18.4794  -18.3001  -18.2860  -12.1569  -10.7990   -8.9830   -8.9720   -8.8416   -8.8290   -8.6636   -5.1012   -1.5321   -1.4338   -0.4843   -0.3860   -0.2753    1.8651    2.8162    3.5157    4.0731
  0.1056  -45.3520  -45.3433  -45.3332  -37.5921  -18.4769  -18.3063  -18.2896  -12.1321  -10.7936   -8.9810   -8.9701   -8.8431   -8.8300   -8.6596   -5.0679   -1.6589   -1.4757   -0.5962   -0.5289   -0.3337    2.0378    2.8652    3.6138    4.2735
  0.1583  -45.3520  -45.3435  -45.3331  -37.5914  -18.4728  -18.3179  -18.2939  -12.0914  -10.7847   -8.9775   -8.9666   -8.8458   -8.8310   -8.6532   -5.0135   -1.8706   -1.5244   -0.8848   -0.6259   -0.3903    2.2487    2.9375    3.7306    4.3939
  0.2111  -45.3520  -45.3437  -45.3330  -37.5905  -18.4672  -18.3345  -18.2986  -12.0356  -10.7728   -8.9729   -8.9615   -8.8497   -8.8318   -8.6446   -4.9397   -2.1342   -1.5973   -1.2052   -0.7581   -0.4489    2.4478    3.0200    3.8324    4.3124
  0.2639  -45.3521  -45.3439  -45.3329  -37.5893  -18.4605  -18.3549  -18.3040  -11.9659  -10.7580   -8.9673   -8.9546   -8.8544   -8.8322   -8.6343   -4.8492   -2.4254   -1.7321   -1.4948   -0.9135   -0.5149    2.6106    3.0936    3.9094    4.3469
  0.3167  -45.3521  -45.3442  -45.3327  -37.5879  -18.4530  -18.3777  -18.3105  -11.8841  -10.7410   -8.9609   -8.9457   -8.8595   -8.8320   -8.6224   -4.7464   -2.7255   -1.9912   -1.6784   -1.0792   -0.5923    2.7341    3.1441    3.9721    4.3648
  0.3695  -45.3522  -45.3445  -45.3325  -37.5865  -18.4452  -18.4014  -18.3180  -11.7919  -10.7222   -8.9539   -8.9347   -8.8647   -8.8312   -8.6092   -4.6387   -3.0184   -2.3007   -1.8201   -1.2456   -0.6830    2.8267    3.1751    4.0421    4.4495
  0.4222  -45.3522  -45.3448  -45.3324  -37.5849  -18.4403  -18.4219  -18.3267  -11.6918  -10.7022   -8.9468   -8.9218   -8.8695   -8.8292   -8.5947   -4.5396   -3.2859   -2.6026   -1.9688   -1.4064   -0.7872    2.9012    3.2018    4.1289    4.5784
  0.4750  -45.3523  -45.3452  -45.3322  -37.5833  -18.4539  -18.4229  -18.3365  -11.5867  -10.6812   -8.9399   -8.9078   -8.8734   -8.8255   -8.5789   -4.4755   -3.5015   -2.8794   -2.1299   -1.5576   -0.9037    2.9713    3.2375    4.2272    5.0889
  0.5278  -45.3523  -45.3455  -45.3320  -37.5818  -18.4744  -18.4154  -18.3474  -11.4798  -10.6598   -8.9338   -8.8945   -8.8756   -8.8191   -8.5616   -4.4868   -3.6326   -3.1169   -2.2992   -1.6970   -1.0306    3.0486    3.2898    4.3218    4.8014
  0.5806  -45.3524  -45.3459  -45.3317  -37.5803  -18.4928  -18.4076  -18.3593  -11.3748  -10.6381   -8.9287   -8.8871   -8.8722   -8.8094   -8.5426   -4.5884   -3.6918   -3.2875   -2.4673   -1.8226   -1.1652    3.1399    3.3616    4.3880    4.8637
  0.6334  -45.3525  -45.3462  -45.3315  -37.5789  -18.5079  -18.4008  -18.3717  -11.2756  -10.6163   -8.9248   -8.8866   -8.8632   -8.7962   -8.5213   -4.7413   -3.7663   -3.3522   -2.6172   -1.9326   -1.3048    3.2468    3.4537    4.3930    5.0034
  0.6862  -45.3525  -45.3466  -45.3313  -37.5777  -18.5189  -18.3977  -18.3821  -11.1862  -10.5944   -8.9219   -8.8877   -8.8545   -8.7812   -8.4975   -4.9023   -3.8791   -3.3579   -2.7155   -2.0256   -1.4464    3.3663    3.5653    4.3222    4.9903
  0.7389  -45.3526  -45.3469  -45.3310  -37.5767  -18.5254  -18.4059  -18.3830  -11.1101  -10.5727   -8.9199   -8.8887   -8.8472   -8.7668   -8.4715   -5.0474   -3.9883   -3.4050   -2.7226   -2.1004   -1.5874    3.4905    3.6939    4.2121    4.9857
  0.7917  -45.3527  -45.3472  -45.3308  -37.5758  -18.5273  -18.4202  -18.3796  -11.0494  -10.5519   -8.9184   -8.8895   -8.8412   -8.7551   -8.4445   -5.1648   -4.0730   -3.5132   -2.6479   -2.1564   -1.7252    3.6032    3.8340    4.1072    4.9168
  0.8445  -45.3527  -45.3474  -45.3305  -37.5752  -18.5248  -18.4357  -18.3764  -11.0051  -10.5332   -8.9173   -8.8899   -8.8368   -8.7469   -8.4190   -5.2493   -4.1267   -3.6472   -2.5373   -2.1935   -1.8578    3.6737    3.9777    4.0570    4.8185
  0.8973  -45.3528  -45.3477  -45.3302  -37.5747  -18.5184  -18.4513  -18.3740  -10.9762  -10.5183   -8.9166   -8.8900   -8.8338   -8.7422   -8.3981   -5.3003   -4.1483   -3.7781   -2.4220   -2.2118   -1.9829    3.6838    4.0656    4.1287    4.8676
  0.9501  -45.3529  -45.3480  -45.3299  -37.5745  -18.5095  -18.4654  -18.3726  -10.9607  -10.5088   -8.9162   -8.8898   -8.8323   -8.7401   -8.3845   -5.3228   -4.1425   -3.8841   -2.3186   -2.2136   -2.0965    3.6728    4.0943    4.2670    4.7876
  1.0028  -45.3530  -45.3481  -45.3296  -37.5744  -18.5039  -18.4728  -18.3721  -10.9561  -10.5056   -8.9162   -8.8897   -8.8319   -8.7395   -8.3799   -5.3272   -4.1307   -3.9314   -2.2493   -2.2207   -2.1615    3.6698    4.1031    4.3451    4.7118
