#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -36.1529  -36.1529  -17.2138  -17.2121  -16.8568  -16.8568  -16.8566  -16.8566  -12.7588  -12.6377  -12.2877  -12.1430   -2.4832   -1.8654   -1.5721   -1.3913   -1.3909   -1.2589   -1.2586   -0.8342   -0.8338   -0.4738   -0.4732   -0.4618    1.6416    3.3369    3.3947    3.8748    4.4943    4.6031    4.9461    6.8737
  0.0557  -36.1526  -36.1526  -17.2127  -17.2110  -16.8621  -16.8621  -16.8563  -16.8563  -12.7570  -12.6364  -12.2889  -12.1451   -2.4735   -1.8667   -1.5835   -1.4055   -1.3876   -1.2543   -1.2466   -0.8379   -0.8334   -0.4915   -0.4708   -0.4625    1.6783    3.3371    3.4141    3.8827    4.5013    4.6093    4.9646    6.8538
  0.1113  -36.1517  -36.1517  -17.2095  -17.2077  -16.8781  -16.8781  -16.8552  -16.8551  -12.7516  -12.6329  -12.2923  -12.1510   -2.4446   -1.8708   -1.6150   -1.4460   -1.3773   -1.2412   -1.2154   -0.8489   -0.8317   -0.5416   -0.4643   -0.4623    1.7833    3.3469    3.4622    3.9068    4.5167    4.6307    5.0198    6.8012
  0.1670  -36.1504  -36.1503  -17.2043  -17.2026  -16.9036  -16.9036  -16.8533  -16.8533  -12.7429  -12.6273  -12.2980  -12.1609   -2.3976   -1.8772   -1.6619   -1.5063   -1.3603   -1.2199   -1.1743   -0.8654   -0.8291   -0.6128   -0.4665   -0.4493    1.9441    3.3739    3.5300    3.9479    4.5243    4.6757    5.1112    6.7337
  0.2227  -36.1485  -36.1485  -17.1978  -17.1961  -16.9370  -16.9370  -16.8508  -16.8508  -12.7315  -12.6199  -12.3057  -12.1743   -2.3345   -1.8861   -1.7216   -1.5780   -1.3369   -1.1914   -1.1326   -0.8837   -0.8257   -0.6931   -0.4703   -0.4316    2.1465    3.4202    3.6135    4.0064    4.5094    4.7481    5.2372    6.6738
  0.2783  -36.1462  -36.1462  -17.1908  -17.1891  -16.9759  -16.9759  -16.8478  -16.8477  -12.7179  -12.6113  -12.3152  -12.1911   -2.2584   -1.8982   -1.7930   -1.6513   -1.3077   -1.1568   -1.1016   -0.8968   -0.8219   -0.7721   -0.4756   -0.4101    2.3772    3.4865    3.7093    4.0815    4.4680    4.8431    5.3946    6.6416
  0.3340  -36.1437  -36.1437  -17.1849  -17.1833  -17.0170  -17.0170  -16.8444  -16.8443  -12.7028  -12.6016  -12.3263  -12.2107   -2.1748   -1.9149   -1.8711   -1.7188   -1.2733   -1.1174   -1.0939   -0.8960   -0.8415   -0.8181   -0.4816   -0.3857    2.6253    3.5719    3.8102    4.1705    4.4077    4.9551    5.5781    6.6490
  0.3897  -36.1410  -36.1409  -17.1837  -17.1822  -17.0551  -17.0549  -16.8407  -16.8407  -12.6868  -12.5913  -12.3387  -12.2328   -2.1005   -1.9581   -1.9173   -1.7771   -1.2347   -1.1094   -1.0750   -0.9103   -0.8696   -0.8150   -0.4871   -0.3593    2.8811    3.6702    3.8962    4.2652    4.3642    5.0788    5.7808    6.6962
  0.4454  -36.1382  -36.1381  -17.1937  -17.1926  -17.0819  -17.0813  -16.8369  -16.8369  -12.6704  -12.5803  -12.3520  -12.2568   -2.0912   -2.0085   -1.9019   -1.8178   -1.1929   -1.1331   -1.0313   -0.9584   -0.8520   -0.8131   -0.4895   -0.3320    3.1364    3.7478    3.9457    4.3438    4.4186    5.2097    5.9935    6.7730
  0.5010  -36.1354  -36.1354  -17.2185  -17.2180  -17.0922  -17.0911  -16.8333  -16.8332  -12.6543  -12.5687  -12.3657  -12.2821   -2.1476   -2.0417   -1.9118   -1.7756   -1.1531   -1.1491   -1.0006   -0.9884   -0.8415   -0.8131   -0.4861   -0.3049    3.3843    3.7162    4.0332    4.4536    4.5384    5.3423    6.2032    6.8662
  0.5567  -36.1329  -36.1329  -17.2515  -17.2512  -17.0913  -17.0900  -16.8298  -16.8298  -12.6390  -12.5564  -12.3793  -12.3082   -2.2078   -2.0772   -1.9600   -1.6773   -1.1667   -1.1047   -1.0334   -0.9485   -0.8465   -0.8153   -0.4755   -0.2792    3.5910    3.6344    4.1732    4.5841    4.6842    5.4699    6.3856    6.9478
  0.6124  -36.1306  -36.1306  -17.2844  -17.2843  -17.0862  -17.0848  -16.8268  -16.8268  -12.6251  -12.5431  -12.3921  -12.3342   -2.2578   -2.1109   -2.0119   -1.5721   -1.1779   -1.0609   -1.0533   -0.9143   -0.8679   -0.8196   -0.4596   -0.2561    3.4762    3.8451    4.3261    4.6977    4.8521    5.5847    6.4738    7.0282
  0.6680  -36.1287  -36.1287  -17.3129  -17.3129  -17.0804  -17.0789  -16.8243  -16.8242  -12.6133  -12.5290  -12.4032  -12.3594   -2.2952   -2.1396   -2.0602   -1.4708   -1.1903   -1.0601   -1.0189   -0.9020   -0.8901   -0.8241   -0.4421   -0.2368    3.3623    4.0489    4.4718    4.7837    5.0210    5.6792    6.3906    7.0178
  0.7237  -36.1273  -36.1273  -17.3346  -17.3345  -17.0754  -17.0739  -16.8224  -16.8224  -12.6041  -12.5150  -12.4115  -12.3824   -2.3200   -2.1612   -2.0997   -1.3809   -1.2005   -1.0622   -0.9800   -0.9417   -0.8828   -0.8238   -0.4268   -0.2221    3.2726    4.2287    4.5898    4.8406    5.1647    5.7529    6.2324    7.0023
  0.7794  -36.1265  -36.1264  -17.3480  -17.3480  -17.0722  -17.0707  -16.8212  -16.8212  -12.5984  -12.5033  -12.4155  -12.4011   -2.3336   -2.1747   -2.1257   -1.3154   -1.2000   -1.0728   -0.9727   -0.9453   -0.8937   -0.8188   -0.4165   -0.2130    3.2157    4.3673    4.6547    4.8744    5.2593    5.8152    6.0911    6.9768
  0.8350  -36.1262  -36.1262  -17.3526  -17.3526  -17.0711  -17.0696  -16.8208  -16.8208  -12.5964  -12.4984  -12.4131  -12.4122   -2.3379   -2.1794   -2.1347   -1.2924   -1.1919   -1.0853   -0.9829   -0.9170   -0.9148   -0.8161   -0.4129   -0.2099    3.1962    4.4252    4.6677    4.8881    5.2912    5.8542    6.0220    6.9618
  0.8350  -36.1262  -36.1262  -17.3526  -17.3526  -17.0711  -17.0696  -16.8208  -16.8208  -12.5964  -12.4985  -12.4131  -12.4122   -2.3379   -2.1794   -2.1347   -1.2924   -1.1919   -1.0853   -0.9829   -0.9170   -0.9148   -0.8161   -0.4129   -0.2099    3.1962    4.4253    4.6677    4.8881    5.2912    5.8546    6.0217    6.9365
  0.8907  -36.1265  -36.1264  -17.3481  -17.3480  -17.0722  -17.0707  -16.8212  -16.8212  -12.5984  -12.5033  -12.4155  -12.4011   -2.3336   -2.1747   -2.1256   -1.3154   -1.2000   -1.0728   -0.9727   -0.9453   -0.8936   -0.8188   -0.4165   -0.2130    3.2157    4.3673    4.6547    4.8744    5.2593    5.8153    6.0910    6.9964
  0.9464  -36.1273  -36.1273  -17.3346  -17.3345  -17.0754  -17.0739  -16.8224  -16.8224  -12.6042  -12.5150  -12.4115  -12.3824   -2.3200   -2.1612   -2.0997   -1.3809   -1.2005   -1.0622   -0.9800   -0.9417   -0.8828   -0.8238   -0.4268   -0.2221    3.2727    4.2287    4.5898    4.8406    5.1647    5.7529    6.2323    7.0418
  1.0021  -36.1287  -36.1287  -17.3129  -17.3129  -17.0804  -17.0789  -16.8243  -16.8242  -12.6133  -12.5290  -12.4032  -12.3594   -2.2952   -2.1396   -2.0602   -1.4708   -1.1903   -1.0601   -1.0189   -0.9020   -0.8901   -0.8241   -0.4421   -0.2368    3.3623    4.0489    4.4718    4.7837    5.0210    5.6792    6.3900    7.0046
  1.0577  -36.1306  -36.1306  -17.2844  -17.2843  -17.0862  -17.0848  -16.8268  -16.8268  -12.6251  -12.5431  -12.3920  -12.3342   -2.2578   -2.1109   -2.0119   -1.5721   -1.1779   -1.0609   -1.0533   -0.9143   -0.8678   -0.8196   -0.4596   -0.2561    3.4762    3.8451    4.3261    4.6977    4.8521    5.5847    6.4738    6.9686
  1.1134  -36.1329  -36.1329  -17.2515  -17.2512  -17.0913  -17.0900  -16.8298  -16.8298  -12.6390  -12.5564  -12.3793  -12.3082   -2.2078   -2.0772   -1.9600   -1.6773   -1.1667   -1.1047   -1.0334   -0.9485   -0.8465   -0.8153   -0.4755   -0.2792    3.5910    3.6344    4.1732    4.5841    4.6842    5.4699    6.3856    6.9472
  1.1691  -36.1354  -36.1354  -17.2185  -17.2180  -17.0922  -17.0911  -16.8333  -16.8332  -12.6543  -12.5688  -12.3657  -12.2821   -2.1476   -2.0417   -1.9118   -1.7756   -1.1531   -1.1491   -1.0005   -0.9884   -0.8415   -0.8131   -0.4861   -0.3049    3.3843    3.7162    4.0332    4.4536    4.5384    5.3423    6.2032    6.8632
  1.2247  -36.1382  -36.1381  -17.1937  -17.1926  -17.0819  -17.0813  -16.8369  -16.8369  -12.6704  -12.5804  -12.3520  -12.2567   -2.0912   -2.0085   -1.9019   -1.8178   -1.1929   -1.1331   -1.0313   -0.9584   -0.8520   -0.8131   -0.4896   -0.3320    3.1364    3.7478    3.9457    4.3438    4.4186    5.2097    5.9935    6.7730
  1.2804  -36.1410  -36.1409  -17.1837  -17.1822  -17.0551  -17.0549  -16.8407  -16.8407  -12.6868  -12.5913  -12.3387  -12.2328   -2.1005   -1.9581   -1.9173   -1.7771   -1.2347   -1.1094   -1.0750   -0.9103   -0.8696   -0.8150   -0.4871   -0.3593    2.8811    3.6702    3.8962    4.2652    4.3642    5.0788    5.7808    6.6962
  1.3361  -36.1437  -36.1437  -17.1849  -17.1833  -17.0170  -17.0170  -16.8444  -16.8443  -12.7028  -12.6016  -12.3263  -12.2107   -2.1748   -1.9149   -1.8711   -1.7188   -1.2733   -1.1174   -1.0939   -0.8960   -0.8415   -0.8181   -0.4816   -0.3857    2.6253    3.5719    3.8102    4.1705    4.4077    4.9551    5.5781    6.6489
  1.3917  -36.1462  -36.1462  -17.1908  -17.1891  -16.9759  -16.9759  -16.8478  -16.8477  -12.7179  -12.6113  -12.3152  -12.1911   -2.2584   -1.8982   -1.7930   -1.6513   -1.3077   -1.1568   -1.1016   -0.8968   -0.8219   -0.7721   -0.4756   -0.4101    2.3772    3.4865    3.7093    4.0814    4.4681    4.8431    5.3946    6.6416
  1.4474  -36.1485  -36.1485  -17.1978  -17.1961  -16.9370  -16.9370  -16.8508  -16.8508  -12.7315  -12.6199  -12.3057  -12.1743   -2.3345   -1.8861   -1.7216   -1.5780   -1.3369   -1.1914   -1.1326   -0.8837   -0.8257   -0.6931   -0.4703   -0.4316    2.1465    3.4202    3.6135    4.0064    4.5094    4.7481    5.2372    6.6738
  1.5031  -36.1504  -36.1503  -17.2043  -17.2026  -16.9036  -16.9036  -16.8533  -16.8533  -12.7429  -12.6273  -12.2980  -12.1609   -2.3976   -1.8772   -1.6618   -1.5063   -1.3603   -1.2199   -1.1743   -0.8654   -0.8291   -0.6128   -0.4665   -0.4493    1.9441    3.3739    3.5300    3.9479    4.5243    4.6757    5.1112    6.7337
  1.5588  -36.1517  -36.1517  -17.2095  -17.2077  -16.8781  -16.8781  -16.8552  -16.8551  -12.7516  -12.6329  -12.2923  -12.1510   -2.4446   -1.8708   -1.6150   -1.4460   -1.3773   -1.2412   -1.2154   -0.8489   -0.8317   -0.5415   -0.4643   -0.4623    1.7833    3.3469    3.4622    3.9068    4.5167    4.6307    5.0198    6.8012
  1.6144  -36.1526  -36.1526  -17.2127  -17.2110  -16.8621  -16.8621  -16.8563  -16.8563  -12.7570  -12.6364  -12.2889  -12.1451   -2.4735   -1.8667   -1.5835   -1.4055   -1.3876   -1.2543   -1.2466   -0.8379   -0.8334   -0.4915   -0.4708   -0.4625    1.6783    3.3371    3.4141    3.8827    4.5013    4.6093    4.9646    6.8538
  1.6701  -36.1529  -36.1529  -17.2138  -17.2121  -16.8568  -16.8568  -16.8566  -16.8566  -12.7588  -12.6377  -12.2877  -12.1430   -2.4832   -1.8654   -1.5721   -1.3913   -1.3909   -1.2589   -1.2586   -0.8342   -0.8338   -0.4738   -0.4732   -0.4618    1.6416    3.3369    3.3947    3.8748    4.4943    4.6031    4.9461    6.8737
  1.6701  -36.1529  -36.1529  -17.2138  -17.2121  -16.8568  -16.8568  -16.8566  -16.8566  -12.7588  -12.6377  -12.2877  -12.1430   -2.4832   -1.8654   -1.5721   -1.3913   -1.3909   -1.2589   -1.2586   -0.8342   -0.8338   -0.4738   -0.4732   -0.4618    1.6416    3.3369    3.3947    3.8748    4.4943    4.6031    4.9461    6.8737
  1.7286  -36.1529  -36.1529  -17.2137  -17.2121  -16.8568  -16.8568  -16.8566  -16.8566  -12.7552  -12.6440  -12.2804  -12.1475   -2.4706   -1.9376   -1.4861   -1.4033   -1.4030   -1.2376   -1.2374   -0.8490   -0.8486   -0.5019   -0.4679   -0.4675    1.6924    3.1282    3.5404    3.8659    4.5085    4.6476    4.9701    6.7252
  1.7872  -36.1529  -36.1529  -17.2135  -17.2123  -16.8568  -16.8568  -16.8566  -16.8565  -12.7448  -12.6609  -12.2610  -12.1605   -2.4331   -2.0622   -1.4246   -1.4244   -1.3212   -1.1903   -1.1902   -0.8874   -0.8872   -0.6111   -0.4552   -0.4549    1.8337    2.8556    3.6485    3.8418    4.5470    4.7061    5.0940    6.4077
  1.8457  -36.1529  -36.1529  -17.2133  -17.2126  -16.8568  -16.8568  -16.8566  -16.8565  -12.7282  -12.6834  -12.2346  -12.1808   -2.3715   -2.1827   -1.4405   -1.4404   -1.1384   -1.1382   -1.1357   -0.9348   -0.9346   -0.7667   -0.4436   -0.4434    2.0420    2.5708    3.7170    3.8077    4.6001    4.6996    5.3521    6.0450
  1.9043  -36.1529  -36.1529  -17.2129  -17.2129  -16.8568  -16.8568  -16.8565  -16.8565  -12.7070  -12.7070  -12.2065  -12.2065   -2.2872   -2.2872   -1.4462   -1.4462   -1.1104   -1.1104   -0.9613   -0.9613   -0.9469   -0.9469   -0.4390   -0.4390    2.2940    2.2940    3.7668    3.7668    4.6558    4.6558    5.6836    5.6836
  1.9043  -36.1002  -36.1002  -17.2966  -17.2966  -17.2966  -17.2966  -16.9188  -16.9188  -12.5297  -12.5297  -12.5290  -12.5290   -1.5450   -1.5450   -1.3926   -1.3926   -0.8875   -0.8875   -0.6804   -0.6804   -0.6702   -0.6702   -0.4379   -0.4379    2.1714    2.1714    2.4821    2.4821    4.0058    4.0058    6.5472    6.5527
  1.9574  -36.1004  -36.1004  -17.2949  -17.2948  -17.2948  -17.2948  -16.9201  -16.9199  -12.5331  -12.5313  -12.5265  -12.5239   -1.5669   -1.5385   -1.4276   -1.3522   -0.9014   -0.8832   -0.7675   -0.7116   -0.6364   -0.6121   -0.4422   -0.4326    2.1564    2.2343    2.4769    2.5293    4.0121    4.0188    6.4781    6.9369
  2.0106  -36.1012  -36.1012  -17.2896  -17.2895  -17.2895  -17.2894  -16.9237  -16.9233  -12.5375  -12.5300  -12.5243  -12.5151   -1.5960   -1.5671   -1.4351   -1.3152   -0.9288   -0.8877   -0.8624   -0.7613   -0.6096   -0.5704   -0.4411   -0.4287    2.1878    2.3441    2.5167    2.6130    4.0393    4.0481    6.2089    6.7836
  2.0638  -36.1025  -36.1025  -17.2810  -17.2808  -17.2806  -17.2805  -16.9296  -16.9290  -12.5428  -12.5254  -12.5229  -12.5031   -1.6309   -1.6250   -1.4170   -1.2818   -0.9979   -0.9298   -0.9004   -0.8199   -0.5891   -0.5590   -0.4318   -0.4269    2.2620    2.4973    2.6007    2.7262    4.0880    4.0895    6.0561    6.6590
  2.1169  -36.1043  -36.1043  -17.2692  -17.2690  -17.2683  -17.2682  -16.9374  -16.9366  -12.5489  -12.5223  -12.5179  -12.4879   -1.6929   -1.6707   -1.3881   -1.2504   -1.1030   -0.9690   -0.9198   -0.8874   -0.5743   -0.5701   -0.4278   -0.4204    2.3740    2.6879    2.7248    2.8612    4.1366    4.1580    5.9144    6.5425
  2.1701  -36.1065  -36.1065  -17.2547  -17.2544  -17.2527  -17.2525  -16.9468  -16.9458  -12.5562  -12.5227  -12.5078  -12.4700   -1.7613   -1.7137   -1.3540   -1.2203   -1.2104   -1.0073   -0.9637   -0.9442   -0.5940   -0.5652   -0.4312   -0.4132    2.5185    2.8818    2.9076    3.0098    4.1815    4.2478    5.7832    6.4380
  2.2232  -36.1092  -36.1092  -17.2381  -17.2377  -17.2339  -17.2337  -16.9573  -16.9562  -12.5646  -12.5240  -12.4952  -12.4495   -1.8245   -1.7574   -1.3177   -1.3156   -1.1879   -1.0473   -1.0468   -0.9720   -0.6255   -0.5618   -0.4370   -0.4112    2.6900    3.0623    3.1456    3.1643    4.2141    4.3556    5.6613    6.3493
  2.2764  -36.1122  -36.1122  -17.2199  -17.2194  -17.2120  -17.2118  -16.9682  -16.9671  -12.5742  -12.5265  -12.4807  -12.4269   -1.8785   -1.7992   -1.4123   -1.2872   -1.1563   -1.1291   -1.0884   -1.0011   -0.6616   -0.5646   -0.4446   -0.4132    2.8827    3.2556    3.3154    3.3886    4.2229    4.4804    5.5474    6.2800
  2.3295  -36.1155  -36.1155  -17.2013  -17.2007  -17.1875  -17.1872  -16.9786  -16.9776  -12.5852  -12.5302  -12.4646  -12.4025   -1.9202   -1.8361   -1.4999   -1.3032   -1.1696   -1.1294   -1.1250   -1.0299   -0.7000   -0.5739   -0.4536   -0.4178    3.0898    3.4503    3.4565    3.6134    4.1977    4.6258    5.4400    6.2347
  2.3827  -36.1190  -36.1190  -17.1837  -17.1828  -17.1605  -17.1602  -16.9873  -16.9864  -12.5974  -12.5352  -12.4473  -12.3770   -1.9474   -1.8659   -1.5771   -1.3903   -1.1692   -1.1430   -1.0950   -1.0570   -0.7386   -0.5902   -0.4633   -0.4238    3.3007    3.5793    3.6345    3.7917    4.1338    4.8036    5.3378    6.2194
  2.4359  -36.1226  -36.1226  -17.1689  -17.1678  -17.1315  -17.1312  -16.9924  -16.9917  -12.6110  -12.5416  -12.4293  -12.3506   -1.9590   -1.8866   -1.6437   -1.4992   -1.2069   -1.0969   -1.0820   -1.0670   -0.7754   -0.6138   -0.4729   -0.4303    3.4925    3.6772    3.7969    3.8984    4.0447    5.0266    5.2401    6.2401
