#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -45.3647  -45.3564  -45.3561  -43.9754  -23.5723  -23.4987  -23.4981  -12.4600  -11.0722   -9.1029   -9.0991   -8.9352   -8.9345   -8.7822   -5.4491   -1.5171   -1.4819   -0.3524   -0.2866   -0.2534    2.0113    3.1097    3.6026    3.8821
  0.0570  -45.3647  -45.3564  -45.3561  -43.9754  -23.5723  -23.4987  -23.4981  -12.4523  -11.0845   -9.1029   -9.0991   -8.9352   -8.9345   -8.7893   -5.4103   -1.5082   -1.4732   -0.4453   -0.3034   -0.2701    2.0427    3.1743    3.6393    3.8848
  0.1141  -45.3647  -45.3564  -45.3562  -43.9754  -23.5724  -23.4987  -23.4981  -12.4294  -11.1203   -9.1030   -9.0992   -8.9353   -8.9345   -8.8087   -5.2971   -1.4819   -1.4473   -0.6929   -0.3521   -0.3185    2.1105    3.3515    3.6372    3.8960
  0.1711  -45.3647  -45.3564  -45.3562  -43.9754  -23.5725  -23.4987  -23.4981  -12.3929  -11.1762   -9.1030   -9.0992   -8.9353   -8.9345   -8.8358   -5.1179   -1.4384   -1.4046   -1.0354   -0.4280   -0.3937    2.1764    3.5224    3.7912    3.8929
  0.2282  -45.3647  -45.3563  -45.3561  -43.9754  -23.5725  -23.4987  -23.4981  -12.3454  -11.2466   -9.1031   -9.0993   -8.9353   -8.9346   -8.8652   -4.8854   -1.4244   -1.3786   -1.3453   -0.5247   -0.4893    2.2275    3.5718    3.8713    3.8948
  0.2852  -45.3648  -45.3564  -45.3561  -43.9754  -23.5727  -23.4987  -23.4981  -12.2914  -11.3235   -9.1031   -9.0993   -8.9354   -8.9346   -8.8920   -4.6158   -1.8234   -1.3037   -1.2727   -0.6353   -0.5981    2.2649    3.5925    3.8374    3.8393
  0.3423  -45.3648  -45.3564  -45.3562  -43.9754  -23.5727  -23.4987  -23.4981  -12.2383  -11.3960   -9.1032   -9.0994   -8.9354   -8.9347   -8.9130   -4.3333   -2.2014   -1.2156   -1.1877   -0.7527   -0.7125    2.2909    3.6043    3.8058    3.8073
  0.3993  -45.3648  -45.3564  -45.3562  -43.9754  -23.5728  -23.4987  -23.4981  -12.1974  -11.4498   -9.1032   -9.0994   -8.9355   -8.9347   -8.9262   -4.0860   -2.5067   -1.1184   -1.0975   -0.8690   -0.8219    2.3065    3.6116    3.7840    3.7857
  0.4564  -45.3648  -45.3564  -45.3562  -43.9754  -23.5728  -23.4987  -23.4981  -12.1816  -11.4702   -9.1033   -9.0994   -8.9355   -8.9348   -8.9306   -3.9760   -2.6363   -1.0456   -1.0403   -0.9485   -0.8857    2.3117    3.6141    3.7763    3.7780
  0.4564  -45.3646  -45.3584  -45.3568  -43.9694  -23.5961  -23.5473  -23.5198  -11.2858  -10.7211   -9.0396   -9.0131   -8.9103   -8.8434   -8.5927   -5.7393   -4.2330   -3.2103   -2.3932   -2.3206   -1.5168    1.6466    3.5549    4.1947    6.0655
  0.5115  -45.3646  -45.3583  -45.3568  -43.9695  -23.5951  -23.5475  -23.5196  -11.3014  -10.7235   -9.0391   -9.0136   -8.9110   -8.8497   -8.5943   -5.7045   -4.2154   -3.2543   -2.3851   -2.2706   -1.5086    1.6583    3.5616    4.2105    5.8528
  0.5667  -45.3646  -45.3582  -45.3567  -43.9697  -23.5924  -23.5482  -23.5190  -11.3467  -10.7311   -9.0376   -9.0150   -8.9130   -8.8670   -8.5994   -5.6028   -4.1677   -3.3562   -2.3611   -2.1452   -1.4841    1.6933    3.5764    4.2588    5.6237
  0.6219  -45.3646  -45.3581  -45.3567  -43.9699  -23.5880  -23.5494  -23.5180  -11.4176  -10.7443   -9.0354   -9.0174   -8.9160   -8.8915   -8.6085   -5.4413   -4.1106   -3.4570   -2.3221   -1.9822   -1.4435    1.7516    3.5911    4.3438    5.3797
  0.6770  -45.3646  -45.3580  -45.3567  -43.9703  -23.5820  -23.5509  -23.5167  -11.5085  -10.7636   -9.0332   -9.0211   -8.9204   -8.9178   -8.6213   -5.2327   -4.0897   -3.4853   -2.2691   -1.8041   -1.3872    1.8331    3.5943    4.4650    5.2480
  0.7322  -45.3646  -45.3579  -45.3566  -43.9708  -23.5747  -23.5527  -23.5151  -11.6132  -10.7885   -9.0320   -9.0260   -8.9440   -8.9233   -8.6371   -5.0003   -4.1297   -3.3928   -2.2040   -1.6221   -1.3155    1.9372    3.5796    4.6248    5.0796
  0.7874  -45.3646  -45.3577  -45.3566  -43.9713  -23.5665  -23.5548  -23.5133  -11.7259  -10.8183   -9.0347   -9.0319   -8.9632   -8.9269   -8.6548   -4.8031   -4.1511   -3.2049   -2.1289   -1.4417   -1.2294    2.0626    3.5439    4.7253    4.9060
  0.8425  -45.3646  -45.3575  -45.3565  -43.9719  -23.5589  -23.5555  -23.5113  -11.8414  -10.8516   -9.0429   -9.0391   -8.9730   -8.9298   -8.6734   -4.7509   -4.0152   -2.9583   -2.0463   -1.2667   -1.1300    2.2066    3.4884    4.7277    4.8170
  0.8977  -45.3646  -45.3573  -45.3565  -43.9724  -23.5600  -23.5473  -23.5092  -11.9549  -10.8871   -9.0544   -9.0481   -8.9743   -8.9320   -8.6919   -4.8281   -3.7278   -2.6712   -1.9591   -1.0998   -1.0190    2.3634    3.4164    4.6511    4.7111
  0.9529  -45.3646  -45.3571  -45.3564  -43.9730  -23.5623  -23.5379  -23.5071  -12.0627  -10.9229   -9.0667   -9.0576   -8.9706   -8.9335   -8.7097   -4.9452   -3.3788   -2.3531   -1.8707   -0.9435   -0.8988    2.5212    3.3355    4.5300    4.7547
  1.0080  -45.3647  -45.3569  -45.3563  -43.9736  -23.5646  -23.5288  -23.5051  -12.1616  -10.9577   -9.0776   -9.0671   -8.9647   -8.9343   -8.7265   -5.0655   -3.0100   -2.0111   -1.7842   -0.8002   -0.7731    2.6544    3.2587    4.3912    4.4847
  1.0632  -45.3647  -45.3568  -45.3563  -43.9741  -23.5668  -23.5202  -23.5033  -12.2491  -10.9898   -9.0864   -9.0760   -8.9579   -8.9348   -8.7417   -5.1762   -2.6426   -1.7058   -1.6493   -0.6718   -0.6471    2.7119    3.2128    4.2275    4.5058
  1.1184  -45.3647  -45.3566  -45.3563  -43.9746  -23.5687  -23.5128  -23.5017  -12.3231  -11.0179   -9.0929   -9.0839   -8.9510   -8.9349   -8.7551   -5.2714   -2.2942   -1.6323   -1.2844   -0.5608   -0.5273    2.6449    3.2072    4.0347    4.2850
  1.1735  -45.3647  -45.3565  -45.3562  -43.9749  -23.5702  -23.5066  -23.5003  -12.3822  -11.0410   -9.0975   -9.0905   -8.9447   -8.9349   -8.7664   -5.3479   -1.9836   -1.5723   -0.9274   -0.4706   -0.4206    2.4752    3.1954    3.8360    4.1482
  1.2287  -45.3647  -45.3564  -45.3562  -43.9752  -23.5714  -23.5020  -23.4993  -12.4252  -11.0581   -9.1005   -9.0953   -8.9396   -8.9347   -8.7749   -5.4037   -1.7334   -1.5269   -0.6082   -0.4035   -0.3352    2.2638    3.1600    3.7135    4.0089
  1.2839  -45.3647  -45.3564  -45.3562  -43.9754  -23.5721  -23.4993  -23.4986  -12.4513  -11.0687   -9.1023   -9.0982   -8.9363   -8.9346   -8.7803   -5.4377   -1.5699   -1.4968   -0.3825   -0.3542   -0.2785    2.0838    3.1243    3.6602    3.9180
  1.3390  -45.3647  -45.3564  -45.3561  -43.9754  -23.5723  -23.4987  -23.4981  -12.4600  -11.0722   -9.1029   -9.0991   -8.9352   -8.9345   -8.7822   -5.4491   -1.5171   -1.4819   -0.3524   -0.2866   -0.2534    2.0113    3.1097    3.5991    3.8821
  1.3390  -45.3647  -45.3564  -45.3561  -43.9754  -23.5723  -23.4987  -23.4981  -12.4600  -11.0722   -9.1029   -9.0991   -8.9352   -8.9345   -8.7822   -5.4491   -1.5171   -1.4819   -0.3524   -0.2866   -0.2534    2.0114    3.1097    3.6143    3.8814
  1.3942  -45.3647  -45.3564  -45.3562  -43.9754  -23.5721  -23.4993  -23.4986  -12.4513  -11.0687   -9.1023   -9.0982   -8.9363   -8.9346   -8.7803   -5.4377   -1.5699   -1.4968   -0.3825   -0.3542   -0.2785    2.0838    3.1243    3.6321    3.9121
