#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -16.6327  -16.6252  -16.5977  -16.5808  -16.5641  -16.5041  -16.4959  -16.4855  -16.4851  -16.4475  -16.4300  -16.4293  -16.4264  -16.4238  -16.3975  -16.3943  -16.3876  -16.3867  -16.3203  -16.3154  -13.1440  -11.8802  -11.8321  -11.5914  -11.4246  -11.2499  -11.1288  -10.9441   -9.1518   -9.1409   -9.1361   -9.1343   -9.1331   -9.0929   -9.0805   -9.0785   -9.0662   -9.0108   -8.9908   -8.9863   -8.9820   -8.9622   -8.9596   -8.9326   -8.8280   -8.7778   -8.7206   -8.5624   -6.6526   -6.6163   -6.5335   -5.7783   -5.4095   -4.9233   -4.7798   -4.7097   -4.2055   -3.8457   -3.7598   -3.4005   -3.1521   -2.8653   -2.5658   -2.4790   -2.0994   -1.8238   -1.7611   -1.3288   -0.9063   -0.5985   -0.3409   -0.2121    1.5847    1.8407    2.3500    2.8873    3.1058    3.2051    3.6071    3.7544    4.0037    4.2614    4.3676    4.4563    4.6595    4.6937    4.8257    5.2992    5.5137    5.6804    5.7121    5.7947    6.0370    6.1327    6.3630    6.5606
  0.0662  -16.6326  -16.6254  -16.5973  -16.5798  -16.5650  -16.5049  -16.4997  -16.4857  -16.4805  -16.4476  -16.4300  -16.4295  -16.4264  -16.4240  -16.3974  -16.3944  -16.3876  -16.3867  -16.3202  -16.3154  -13.1308  -11.9096  -11.8695  -11.5326  -11.4172  -11.2481  -11.1442  -10.9531   -9.1523   -9.1405   -9.1360   -9.1343   -9.1330   -9.0923   -9.0878   -9.0725   -9.0668   -9.0129   -8.9981   -8.9882   -8.9828   -8.9689   -8.9591   -8.9024   -8.8273   -8.7743   -8.7245   -8.5756   -6.6386   -6.6088   -6.5076   -5.7761   -5.4445   -4.9731   -4.7962   -4.5884   -4.2555   -3.8030   -3.6778   -3.3766   -3.2731   -2.9075   -2.5038   -2.4633   -2.0259   -1.8461   -1.8000   -1.3732   -0.9979   -0.6087   -0.3698   -0.3207    1.7014    1.8503    2.4375    2.9175    3.0477    3.2119    3.5740    3.8762    3.9911    4.2219    4.3345    4.4324    4.6135    4.8076    4.9301    5.2171    5.4075    5.6930    5.7045    5.7831    5.9347    6.1855    6.3108    6.6099
  0.1323  -16.6322  -16.6258  -16.5962  -16.5769  -16.5674  -16.5120  -16.5002  -16.4861  -16.4737  -16.4480  -16.4300  -16.4298  -16.4267  -16.4244  -16.3969  -16.3947  -16.3874  -16.3867  -16.3198  -16.3155  -13.0914  -12.0572  -11.8379  -11.4396  -11.3955  -11.2432  -11.1882  -10.9791   -9.1534   -9.1399   -9.1352   -9.1343   -9.1324   -9.0964   -9.0906   -9.0681   -9.0674   -9.0196   -9.0164   -8.9851   -8.9826   -8.9700   -8.9502   -8.8565   -8.8252   -8.7642   -8.7350   -8.6110   -6.6023   -6.5874   -6.4343   -5.7709   -5.5036   -5.0960   -4.8079   -4.3320   -4.2988   -3.7368   -3.5241   -3.4855   -3.3021   -2.9858   -2.4919   -2.4178   -1.9239   -1.8472   -1.8207   -1.5031   -1.2263   -0.6794   -0.6399   -0.3656    1.8928    1.9986    2.5935    2.9165    3.0338    3.2003    3.5590    3.9462    4.0868    4.1284    4.3468    4.3610    4.6401    4.9672    5.0352    5.1303    5.3506    5.5029    5.6394    5.6979    6.0149    6.2141    6.2553    6.5111
  0.1985  -16.6317  -16.6265  -16.5942  -16.5723  -16.5710  -16.5216  -16.4983  -16.4869  -16.4674  -16.4487  -16.4304  -16.4294  -16.4272  -16.4250  -16.3964  -16.3949  -16.3871  -16.3867  -16.3192  -16.3157  -13.0265  -12.2215  -11.7866  -11.3630  -11.3605  -11.2542  -11.2365  -11.0200   -9.1541   -9.1404   -9.1344   -9.1337   -9.1317   -9.1045   -9.0888   -9.0669   -9.0658   -9.0356   -9.0187   -8.9887   -8.9770   -8.9686   -8.9354   -8.8212   -8.8143   -8.7503   -8.7496   -8.6573   -6.5583   -6.5561   -6.3216   -5.7665   -5.5423   -5.2480   -4.8354   -4.2364   -4.0000   -3.9023   -3.4855   -3.3821   -3.1834   -3.0284   -2.6524   -2.3407   -2.0746   -1.8542   -1.6217   -1.5939   -1.4917   -1.0817   -0.6945   -0.4387    2.0138    2.3093    2.7158    2.7488    3.1650    3.2831    3.5186    3.8448    4.0058    4.2278    4.3151    4.4575    4.8063    4.9168    5.0939    5.1736    5.2699    5.4475    5.5293    5.7507    6.0223    6.1979    6.3311    6.6381
  0.2646  -16.6310  -16.6273  -16.5914  -16.5752  -16.5663  -16.5315  -16.4959  -16.4880  -16.4620  -16.4500  -16.4306  -16.4289  -16.4279  -16.4258  -16.3959  -16.3951  -16.3869  -16.3866  -16.3185  -16.3160  -12.9375  -12.3876  -11.7178  -11.3562  -11.3145  -11.2890  -11.2305  -11.0724   -9.1536   -9.1423   -9.1345   -9.1326   -9.1302   -9.1115   -9.0873   -9.0702   -9.0611   -9.0443   -9.0180   -8.9936   -8.9724   -8.9672   -8.9143   -8.8151   -8.7914   -8.7698   -8.7335   -8.6960   -6.5219   -6.5202   -6.1785   -5.7699   -5.5660   -5.3988   -4.8382   -4.1783   -4.0784   -3.6232   -3.4054   -3.2643   -3.0549   -2.9790   -2.8839   -2.3028   -2.2305   -2.0998   -1.8303   -1.4958   -1.3829   -1.3814   -0.7748   -0.5565    2.1223    2.5735    2.5968    2.8617    3.1201    3.4470    3.6378    3.6691    3.8431    4.1752    4.4347    4.6302    4.8306    4.8608    5.1496    5.1871    5.2934    5.3436    5.6516    5.8562    5.9760    6.1024    6.4643    6.5484
  0.3308  -16.6302  -16.6282  -16.5880  -16.5797  -16.5589  -16.5413  -16.4935  -16.4895  -16.4577  -16.4518  -16.4304  -16.4289  -16.4282  -16.4267  -16.3955  -16.3952  -16.3867  -16.3866  -16.3178  -16.3165  -12.8261  -12.5473  -11.6348  -11.4452  -11.2622  -11.2587  -11.2261  -11.1318   -9.1516   -9.1452   -9.1343   -9.1330   -9.1270   -9.1176   -9.0852   -9.0761   -9.0556   -9.0483   -9.0138   -8.9999   -8.9691   -8.9666   -8.8860   -8.8108   -8.8067   -8.7849   -8.7194   -8.7083   -6.4947   -6.4940   -6.0216   -5.7968   -5.5874   -5.5239   -4.7734   -4.4330   -3.8634   -3.4334   -3.2568   -3.1386   -3.0625   -2.9169   -2.8206   -2.5621   -2.4140   -2.1851   -2.0927   -1.7514   -1.2185   -1.1554   -0.8778   -0.7129    2.2060    2.4173    2.8433    3.0249    3.0751    3.4338    3.4591    3.6912    3.9498    4.1617    4.5059    4.7421    4.7452    4.8783    4.9846    5.1677    5.3228    5.5525    5.6003    5.9043    5.9222    6.2560    6.3958    6.5883
  0.3969  -16.6293  -16.6291  -16.5840  -16.5839  -16.5506  -16.5504  -16.4914  -16.4912  -16.4544  -16.4543  -16.4298  -16.4298  -16.4275  -16.4275  -16.3953  -16.3953  -16.3866  -16.3866  -16.3171  -16.3171  -12.6954  -12.6946  -11.5426  -11.5413  -11.2420  -11.2415  -11.1924  -11.1923   -9.1487   -9.1485   -9.1341   -9.1334   -9.1228   -9.1227   -9.0817   -9.0811   -9.0518   -9.0510   -9.0074   -9.0068   -8.9675   -8.9669   -8.8503   -8.8501   -8.7966   -8.7959   -8.7112   -8.7109   -6.4845   -6.4843   -5.8808   -5.8803   -5.5873   -5.5871   -4.6359   -4.6357   -3.6256   -3.6255   -3.1346   -3.1344   -2.8282   -2.8278   -2.7212   -2.7209   -2.5508   -2.5507   -1.9362   -1.9357   -1.0695   -1.0691   -0.8869   -0.8864    2.2957    2.2960    3.0103    3.0107    3.1969    3.1980    3.5543    3.5549    4.1186    4.1194    4.6597    4.6599    4.7784    4.7793    5.0285    5.0288    5.4398    5.4405    5.7212    5.7215    6.2527    6.2869    6.4571    6.4635
  0.3969  -16.6272  -16.6270  -16.5905  -16.5905  -16.5414  -16.5413  -16.4914  -16.4914  -16.4466  -16.4466  -16.4398  -16.4398  -16.4255  -16.4254  -16.3962  -16.3962  -16.3872  -16.3872  -16.3182  -16.3182  -12.6766  -12.6763  -11.5506  -11.5505  -11.3195  -11.3193  -11.1026  -11.1026   -9.1509   -9.1507   -9.1448   -9.1444   -9.1263   -9.1262   -9.0680   -9.0678   -9.0433   -9.0430   -9.0128   -9.0127   -8.9932   -8.9930   -8.9280   -8.9280   -8.7868   -8.7867   -8.6874   -8.6873   -6.5872   -6.5868   -6.1531   -6.1529   -5.7343   -5.7341   -4.0730   -4.0726   -3.5681   -3.5676   -3.2192   -3.2189   -2.9582   -2.9575   -2.2692   -2.2689   -2.1244   -2.1243   -1.8168   -1.8164   -0.9707   -0.9705   -0.6587   -0.6582    1.8402    1.8404    2.3546    2.3552    2.8657    2.8663    3.1912    3.1927    3.5872    3.5880    4.0282    4.0283    4.6888    4.6893    4.8501    4.8503    5.4932    5.4935    5.8326    5.8341    5.9403    5.9420    6.1958    6.2604
  0.4593  -16.6280  -16.6263  -16.5923  -16.5886  -16.5470  -16.5352  -16.4935  -16.4896  -16.4513  -16.4427  -16.4419  -16.4373  -16.4257  -16.4252  -16.3965  -16.3958  -16.3873  -16.3871  -16.3187  -16.3176  -12.7927  -12.5502  -11.5747  -11.5372  -11.3415  -11.3040  -11.1072  -11.0853   -9.1517   -9.1494   -9.1461   -9.1424   -9.1277   -9.1229   -9.0692   -9.0682   -9.0441   -9.0421   -9.0149   -9.0096   -8.9936   -8.9912   -8.9392   -8.9153   -8.7977   -8.7803   -8.6991   -8.6682   -6.6573   -6.4889   -6.2172   -6.1656   -5.8073   -5.5616   -4.2393   -3.8932   -3.8185   -3.4559   -3.2385   -3.2140   -3.0779   -2.8539   -2.3644   -2.2139   -2.1489   -2.0971   -1.8593   -1.6653   -1.0815   -0.8651   -0.7625   -0.5516    1.7556    1.9747    2.3399    2.4046    2.7220    3.0169    3.0921    3.2347    3.6285    3.7607    3.9351    4.0877    4.5687    4.6914    4.8411    4.9083    5.3598    5.6700    5.7308    5.7984    5.9478    6.1279    6.2188    6.4164
  0.5216  -16.6291  -16.6258  -16.5939  -16.5867  -16.5520  -16.5286  -16.4957  -16.4881  -16.4567  -16.4436  -16.4396  -16.4346  -16.4259  -16.4249  -16.3968  -16.3955  -16.3874  -16.3870  -16.3192  -16.3171  -12.8956  -12.4182  -11.6067  -11.5366  -11.3676  -11.2925  -11.1048  -11.0568   -9.1512   -9.1486   -9.1464   -9.1401   -9.1284   -9.1169   -9.0722   -9.0692   -9.0472   -9.0382   -9.0159   -9.0056   -8.9926   -8.9888   -8.9478   -8.9036   -8.8119   -8.7772   -8.7034   -8.6444   -6.6983   -6.3677   -6.2930   -6.2800   -5.7506   -5.3615   -4.3893   -4.0828   -3.7101   -3.5336   -3.4848   -3.1768   -2.9468   -2.9250   -2.4516   -2.2920   -2.1313   -1.9786   -1.7726   -1.5268   -1.1972   -0.8400   -0.7539   -0.4545    1.7549    2.0553    2.3581    2.5041    2.5935    3.1090    3.1743    3.2774    3.6848    3.7228    4.1486    4.1856    4.4724    4.5866    4.7703    4.9690    5.4103    5.6422    5.7340    5.8047    5.9711    6.2212    6.3009    6.3819
