#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -37.5842  -37.5675  -37.5670  -37.5655  -18.5972  -18.5379  -18.5152  -18.4505  -18.4255  -18.4208  -18.3867  -18.3815  -18.3699  -18.3359  -18.2836  -18.2674  -17.4862  -17.4861  -17.4621  -17.4489  -17.4377  -17.4321  -17.4252  -17.4215  -17.4143  -17.4092  -17.4024  -17.3986  -17.3937  -17.3912  -17.3659  -17.3614  -17.3611  -17.3570  -17.3320  -17.3282  -12.6171  -11.5533  -11.3271  -10.5493  -10.4428  -10.4107  -10.3113  -10.2587   -7.2869   -6.0336   -5.7666   -5.2271   -4.0247   -3.9617   -3.9192   -3.6389   -3.5377   -2.9511   -2.7918   -2.4119   -2.3510   -2.2418   -2.1107   -2.0035   -1.7015   -1.6717   -1.5528   -1.4838   -1.1910   -0.3810   -0.3057   -0.2417    1.8021    2.2016    2.3121    3.1354    3.1911    3.4657    3.6760    3.8776    3.9487    4.0260    4.1040    4.1529    4.2873    4.3939    4.7701    4.7827    4.9974    5.1128    5.1805    5.3691    5.5611    5.7758    6.0310    6.2590    6.2743    6.5661    6.7500    6.9296
  0.0638  -37.5842  -37.5675  -37.5670  -37.5655  -18.5971  -18.5380  -18.5151  -18.4506  -18.4254  -18.4208  -18.3867  -18.3815  -18.3699  -18.3360  -18.2836  -18.2674  -17.4863  -17.4862  -17.4619  -17.4489  -17.4377  -17.4321  -17.4253  -17.4215  -17.4145  -17.4092  -17.4024  -17.3986  -17.3937  -17.3912  -17.3661  -17.3614  -17.3612  -17.3568  -17.3319  -17.3284  -12.6056  -11.5557  -11.3372  -10.5552  -10.4366  -10.4113  -10.3239  -10.2557   -7.2832   -6.0485   -5.7335   -5.2305   -4.0195   -3.9919   -3.8759   -3.6712   -3.4910   -2.9645   -2.7700   -2.5147   -2.2807   -2.1967   -2.1047   -2.0031   -1.7134   -1.6622   -1.5206   -1.4724   -1.1930   -0.4794   -0.3284   -0.2708    1.8068    2.1664    2.4370    2.9981    3.1972    3.5485    3.6466    3.8360    3.9626    4.0354    4.0530    4.1125    4.2988    4.3962    4.6921    4.9168    4.9384    5.0473    5.2784    5.4936    5.5027    5.7675    5.9544    5.9852    6.3506    6.6462    6.7272    7.0683
  0.1275  -37.5842  -37.5675  -37.5670  -37.5655  -18.5969  -18.5382  -18.5149  -18.4510  -18.4254  -18.4208  -18.3867  -18.3814  -18.3698  -18.3360  -18.2836  -18.2674  -17.4865  -17.4863  -17.4615  -17.4488  -17.4376  -17.4322  -17.4257  -17.4215  -17.4151  -17.4091  -17.4023  -17.3984  -17.3938  -17.3913  -17.3667  -17.3618  -17.3608  -17.3563  -17.3314  -17.3291  -12.5717  -11.5623  -11.3676  -10.5685  -10.4228  -10.4154  -10.3556  -10.2469   -7.2722   -6.0906   -5.6413   -5.2390   -4.0154   -4.0042   -3.8113   -3.7151   -3.4062   -2.9965   -2.7134   -2.6252   -2.2746   -2.1132   -2.0422   -2.0051   -1.7274   -1.6243   -1.4500   -1.4385   -1.1959   -0.7466   -0.3931   -0.3378    1.8214    2.1367    2.6667    2.7584    3.2368    3.5558    3.5761    3.7666    3.8533    4.0114    4.0758    4.0821    4.3296    4.4054    4.7087    4.7573    5.0302    5.1303    5.3277    5.3764    5.6931    5.7132    5.7907    5.8345    6.5213    6.5634    6.7542    6.8743
  0.1913  -37.5842  -37.5675  -37.5670  -37.5655  -18.5966  -18.5385  -18.5146  -18.4514  -18.4253  -18.4208  -18.3867  -18.3814  -18.3698  -18.3361  -18.2836  -18.2674  -17.4868  -17.4865  -17.4608  -17.4487  -17.4374  -17.4323  -17.4262  -17.4215  -17.4159  -17.4090  -17.4022  -17.3982  -17.3938  -17.3914  -17.3673  -17.3624  -17.3603  -17.3558  -17.3307  -17.3302  -12.5182  -11.5717  -11.4176  -10.5832  -10.4362  -10.4083  -10.3834  -10.2331   -7.2554   -6.1518   -5.5116   -5.2480   -4.0064   -3.9807   -3.7472   -3.7456   -3.3134   -3.0374   -2.7141   -2.6327   -2.2808   -2.1164   -2.0163   -1.9130   -1.7353   -1.5385   -1.3833   -1.3686   -1.1974   -1.0908   -0.4909   -0.4326    1.8474    2.1145    2.5217    2.8224    3.3824    3.3963    3.4454    3.6443    3.8167    3.9124    4.0737    4.1196    4.3472    4.4196    4.6261    4.8160    5.0686    5.1982    5.3744    5.3969    5.5279    5.7528    5.7608    5.9341    6.4377    6.7024    6.7182    6.9389
  0.2550  -37.5842  -37.5675  -37.5670  -37.5655  -18.5963  -18.5389  -18.5142  -18.4519  -18.4252  -18.4208  -18.3867  -18.3814  -18.3697  -18.3362  -18.2836  -18.2674  -17.4872  -17.4867  -17.4599  -17.4486  -17.4373  -17.4324  -17.4269  -17.4214  -17.4169  -17.4088  -17.4022  -17.3980  -17.3939  -17.3914  -17.3679  -17.3628  -17.3599  -17.3554  -17.3313  -17.3300  -12.4507  -11.5820  -11.4838  -10.5962  -10.4781  -10.3967  -10.3908  -10.2168   -7.2348   -6.2204   -5.3866   -5.2414   -3.9536   -3.9508   -3.7661   -3.6844   -3.2243   -3.0817   -2.7796   -2.5364   -2.2900   -2.1380   -2.0414   -1.8160   -1.7902   -1.4241   -1.4070   -1.3085   -1.2904   -1.1623   -0.6102   -0.5475    1.8882    2.0929    2.3252    2.8300    3.1593    3.3306    3.4568    3.6119    3.7746    3.8541    4.0549    4.0890    4.1432    4.5903    4.7869    4.9764    5.1181    5.1541    5.3412    5.5253    5.5386    5.7017    5.7449    6.1311    6.3369    6.7864    6.8733    7.2407
  0.3188  -37.5842  -37.5675  -37.5670  -37.5655  -18.5959  -18.5392  -18.5139  -18.4524  -18.4252  -18.4208  -18.3867  -18.3814  -18.3697  -18.3362  -18.2836  -18.2674  -17.4875  -17.4869  -17.4591  -17.4484  -17.4372  -17.4324  -17.4276  -17.4212  -17.4178  -17.4086  -17.4021  -17.3979  -17.3940  -17.3915  -17.3683  -17.3632  -17.3597  -17.3551  -17.3323  -17.3294  -12.3787  -11.5911  -11.5569  -10.6059  -10.5178  -10.3915  -10.3889  -10.2014   -7.2142   -6.2833   -5.3334   -5.1822   -3.9296   -3.8422   -3.7733   -3.6333   -3.1501   -3.1233   -2.8218   -2.4345   -2.3012   -2.1639   -2.0899   -2.0159   -1.7510   -1.5433   -1.2712   -1.2231   -1.2148   -1.1196   -0.7389   -0.6715    1.9483    2.0713    2.1884    2.7816    2.9469    3.2004    3.2726    3.5821    3.7252    3.8658    3.9083    4.1567    4.2325    4.7922    5.0294    5.0358    5.1571    5.2338    5.2374    5.5445    5.6148    5.7093    5.8284    6.2636    6.2733    6.7865    6.8587    7.0431
  0.3825  -37.5842  -37.5675  -37.5670  -37.5655  -18.5957  -18.5395  -18.5137  -18.4526  -18.4251  -18.4208  -18.3867  -18.3814  -18.3696  -18.3363  -18.2836  -18.2674  -17.4877  -17.4870  -17.4585  -17.4484  -17.4372  -17.4325  -17.4281  -17.4210  -17.4186  -17.4084  -17.4020  -17.3977  -17.3940  -17.3915  -17.3685  -17.3634  -17.3595  -17.3549  -17.3330  -17.3289  -12.3190  -11.6186  -11.5974  -10.6118  -10.5440  -10.3912  -10.3846  -10.1905   -7.1986   -6.3277   -5.3284   -5.1155   -3.9146   -3.7729   -3.7052   -3.6007   -3.1543   -3.1019   -2.8429   -2.3464   -2.3124   -2.3018   -2.1825   -2.1233   -1.7125   -1.5543   -1.1752   -1.1690   -1.1138   -1.0568   -0.8653   -0.7900    2.0244    2.0543    2.1138    2.7386    2.7800    2.9741    3.2499    3.4907    3.7064    3.8034    3.8369    4.1680    4.5024    4.9183    4.9808    5.2108    5.2135    5.2961    5.3660    5.4964    5.6038    5.7551    5.9171    6.2947    6.3973    6.7046    6.7991    6.8162
  0.4463  -37.5842  -37.5675  -37.5670  -37.5656  -18.5956  -18.5396  -18.5136  -18.4527  -18.4251  -18.4208  -18.3867  -18.3814  -18.3696  -18.3363  -18.2836  -18.2674  -17.4878  -17.4870  -17.4583  -17.4483  -17.4372  -17.4325  -17.4283  -17.4208  -17.4189  -17.4083  -17.4020  -17.3977  -17.3940  -17.3915  -17.3686  -17.3634  -17.3595  -17.3548  -17.3333  -17.3288  -12.2948  -11.6439  -11.5996  -10.6138  -10.5531  -10.3910  -10.3832  -10.1866   -7.1927   -6.3438   -5.3291   -5.0910   -3.9097   -3.7717   -3.6226   -3.6008   -3.1661   -3.0857   -2.8485   -2.4298   -2.3175   -2.2880   -2.1888   -2.1592   -1.6997   -1.5533   -1.1580   -1.1266   -1.0422   -1.0088   -0.9510   -0.8576    2.0477    2.0795    2.0803    2.7007    2.7228    2.8910    3.2468    3.4505    3.7115    3.7599    3.8241    4.1716    4.6410    4.8537    5.0600    5.2097    5.2301    5.3719    5.4401    5.5216    5.6160    5.6896    5.9754    6.3179    6.4366    6.6692    6.7606    6.7934
  0.4463  -37.5777  -37.5777  -37.5645  -37.5645  -18.5404  -18.5404  -18.4644  -18.4644  -18.4311  -18.4311  -18.3846  -18.3846  -18.3574  -18.3573  -18.3124  -18.3124  -17.4862  -17.4862  -17.4530  -17.4530  -17.4422  -17.4422  -17.4183  -17.4183  -17.4077  -17.4077  -17.4039  -17.4039  -17.3932  -17.3932  -17.3648  -17.3648  -17.3581  -17.3581  -17.3300  -17.3300  -12.2523  -12.2523  -10.7380  -10.7380  -10.4813  -10.4813  -10.2807  -10.2806   -6.7327   -6.7327   -5.3163   -5.3162   -4.2320   -4.2320   -3.5603   -3.5603   -2.8516   -2.8516   -2.7011   -2.7011   -2.5016   -2.5016   -1.8789   -1.8789   -1.8425   -1.8425   -1.6341   -1.6340   -1.1547   -1.1547   -0.7213   -0.7212    2.5160    2.5160    3.2410    3.2410    3.4370    3.4370    3.6870    3.6870    4.0847    4.0847    4.3147    4.3147    4.3827    4.3827    4.9251    4.9252    5.2490    5.2502    5.4032    5.4033    5.9240    5.9276    5.9975    6.0182    6.0380    6.0689    6.2760    6.3549
  0.5086  -37.5795  -37.5758  -37.5646  -37.5644  -18.5568  -18.5221  -18.4822  -18.4506  -18.4477  -18.4123  -18.4037  -18.3698  -18.3617  -18.3501  -18.3185  -18.3043  -17.4862  -17.4862  -17.4557  -17.4500  -17.4440  -17.4404  -17.4194  -17.4172  -17.4100  -17.4059  -17.4053  -17.4024  -17.3934  -17.3929  -17.3652  -17.3643  -17.3586  -17.3577  -17.3305  -17.3295  -12.3577  -12.1343  -10.8341  -10.6497  -10.4940  -10.4713  -10.2836  -10.2775   -6.8789   -6.5807   -5.4292   -5.2152   -4.3140   -4.1305   -3.5821   -3.5554   -3.0005   -2.8257   -2.7071   -2.6574   -2.5170   -2.4149   -1.9954   -1.9297   -1.8289   -1.6832   -1.6495   -1.5361   -1.3298   -0.9585   -0.8431   -0.6102    2.4911    2.5242    3.2342    3.2566    3.2628    3.3677    3.5567    3.8785    3.9524    4.2152    4.2918    4.4239    4.4386    4.5160    4.8505    4.9267    5.0172    5.1158    5.4807    5.5185    5.7046    5.7771    5.8943    6.0429    6.1162    6.1644    6.3927    6.4328
