#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -14.8934  -14.7675  -14.7661  -14.0949  -14.0932  -13.9017   -8.5743   -8.5732   -8.5702   -8.5604   -8.5600   -8.5578   -8.5449   -8.5446   -8.5422   -8.4888   -8.4876   -8.4848   -8.4090   -8.3183   -8.3168   -5.7513   -5.1401   -5.1374   -2.9399   -2.9380   -1.6010   -1.2285   -1.2210   -1.0532   -1.0456   -0.9682   -0.7901   -0.7061   -0.5291   -0.4165   -0.4127   -0.2363   -0.2324    2.5163    3.6207    3.6213    6.2525    6.2568    7.3757    7.6284    8.7548    8.7573    8.8390    8.8455    8.9169    8.9233    9.1418    9.2114    9.2951    9.3968    9.4327    9.4356    9.5060    9.5085   10.3725   10.3757   10.4452   11.8690
  0.0528  -14.8917  -14.7661  -14.7647  -14.0936  -14.0918  -13.9009   -8.5747   -8.5736   -8.5706   -8.5601   -8.5597   -8.5575   -8.5448   -8.5445   -8.5421   -8.4893   -8.4881   -8.4853   -8.4074   -8.3165   -8.3151   -5.7429   -5.1339   -5.1311   -2.9380   -2.9360   -1.6023   -1.2539   -1.2165   -1.0807   -1.0418   -0.9871   -0.8118   -0.7109   -0.5347   -0.4478   -0.4032   -0.2698   -0.2233    2.5332    3.6197    3.6232    6.2575    6.2631    7.3455    7.6328    8.5804    8.6600    8.8770    8.8841    8.9700    9.0744    9.1446    9.2122    9.3076    9.4002    9.4271    9.4606    9.4909    9.5282   10.3723   10.4015   10.4558   11.8011
  0.1057  -14.8868  -14.7621  -14.7606  -14.0896  -14.0879  -13.8984   -8.5760   -8.5749   -8.5718   -8.5595   -8.5591   -8.5568   -8.5444   -8.5440   -8.5416   -8.4907   -8.4895   -8.4867   -8.4027   -8.3112   -8.3098   -5.7175   -5.1152   -5.1123   -2.9325   -2.9303   -1.6066   -1.3022   -1.2307   -1.1328   -1.0584   -1.0454   -0.8693   -0.7260   -0.5531   -0.5026   -0.4188   -0.3231   -0.2352    2.5820    3.6189    3.6249    6.2717    6.2799    7.2556    7.6438    8.3902    8.4632    8.9251    8.9316    9.1126    9.1341    9.2154    9.2351    9.3248    9.4337    9.4492    9.4756    9.5184    9.5596   10.3756   10.4299   10.4749   11.1037
  0.1585  -14.8786  -14.7554  -14.7540  -14.0832  -14.0814  -13.8945   -8.5783   -8.5771   -8.5740   -8.5589   -8.5585   -8.5563   -8.5433   -8.5428   -8.5404   -8.4929   -8.4917   -8.4889   -8.3948   -8.3025   -8.3011   -5.6752   -5.0841   -5.0811   -2.9239   -2.9213   -1.6151   -1.3683   -1.2699   -1.1996   -1.1462   -1.0966   -0.9464   -0.7520   -0.5863   -0.5796   -0.4798   -0.3725   -0.2656    2.6573    3.6161    3.6233    6.2916    6.3027    7.1092    7.6554    8.2047    8.2679    8.9844    8.9904    9.0967    9.1929    9.2715    9.2831    9.3326    9.4854    9.4966    9.5258    9.6151    9.6446   10.3460   10.4111   10.4845   10.9961
  0.2114  -14.8674  -14.7464  -14.7448  -14.0743  -14.0725  -13.8891   -8.5816   -8.5804   -8.5772   -8.5590   -8.5587   -8.5564   -8.5412   -8.5408   -8.5383   -8.4954   -8.4943   -8.4915   -8.3836   -8.2904   -8.2890   -5.6162   -5.0409   -5.0377   -2.9134   -2.9101   -1.6300   -1.4490   -1.3398   -1.2865   -1.2694   -1.1539   -1.0308   -0.7891   -0.6778   -0.6342   -0.5863   -0.4125   -0.3101    2.7526    3.6079    3.6144    6.3105    6.3248    6.9136    7.6591    8.0314    8.0840    9.0170    9.0308    9.0347    9.1683    9.2472    9.2943    9.3909    9.5381    9.5450    9.6658    9.7628    9.8050   10.2684   10.3128   10.4726   11.0515
  0.2642  -14.8534  -14.7352  -14.7335  -14.0632  -14.0613  -13.8824   -8.5860   -8.5847   -8.5814   -8.5600   -8.5597   -8.5574   -8.5388   -8.5382   -8.5357   -8.4978   -8.4966   -8.4939   -8.3694   -8.2752   -8.2738   -5.5406   -4.9859   -4.9824   -2.9025   -2.8981   -1.6551   -1.5401   -1.4561   -1.4345   -1.3410   -1.2273   -1.1164   -0.8365   -0.7941   -0.7187   -0.6949   -0.4560   -0.3649    2.8604    3.5905    3.5945    6.3200    6.3381    6.6804    7.6449    7.8755    7.9165    8.9389    8.9504    8.9886    9.0870    9.1791    9.2914    9.4694    9.6438    9.6450    9.8413    9.9282    9.9963   10.1658   10.2241   10.4566   11.1973
  0.3170  -14.8369  -14.7220  -14.7203  -14.0501  -14.0482  -13.8748   -8.5913   -8.5900   -8.5866   -8.5617   -8.5613   -8.5590   -8.5371   -8.5363   -8.5337   -8.4990   -8.4979   -8.4954   -8.3523   -8.2572   -8.2558   -5.4486   -4.9196   -4.9158   -2.8931   -2.8873   -1.6964   -1.6433   -1.6360   -1.5399   -1.4203   -1.3139   -1.1979   -0.9242   -0.8934   -0.8661   -0.7659   -0.5068   -0.4276    2.9739    3.5601    3.5611    6.3115    6.3341    6.4237    7.5999    7.7371    7.7655    8.7657    8.7918    8.8126    9.0483    9.1172    9.2961    9.5265    9.7930    9.7957    9.9767   10.0365   10.1213   10.2364   10.2864   10.5158   11.3663
  0.3699  -14.8182  -14.7074  -14.7055  -14.0353  -14.0333  -13.8664   -8.5975   -8.5962   -8.5927   -8.5637   -8.5633   -8.5610   -8.5371   -8.5362   -8.5333   -8.4983   -8.4973   -8.4949   -8.3325   -8.2368   -8.2354   -5.3407   -4.8425   -4.8385   -2.8875   -2.8800   -1.8457   -1.7510   -1.7323   -1.6460   -1.5086   -1.4108   -1.2695   -1.0636   -1.0217   -0.9591   -0.8442   -0.5649   -0.4962    3.0862    3.5104    3.5165    6.1585    6.2793    6.3066    7.5088    7.6040    7.6194    8.5445    8.5638    8.6778    8.9913    9.0472    9.3007    9.5521    9.9226    9.9520    9.9719    9.9988   10.2289   10.4535   10.4622   10.6018   11.5848
  0.4227  -14.7978  -14.6916  -14.6895  -14.0190  -14.0170  -13.8576   -8.6045   -8.6031   -8.5996   -8.5658   -8.5654   -8.5631   -8.5392   -8.5382   -8.5351   -8.4956   -8.4945   -8.4923   -8.3104   -8.2147   -8.2133   -5.2175   -4.7556   -4.7513   -2.8881   -2.8788   -2.0469   -1.8307   -1.8222   -1.7456   -1.6045   -1.5154   -1.3282   -1.2078   -1.1804   -1.0335   -0.9259   -0.6288   -0.5691    3.1898    3.4441    3.4571    5.9011    6.2223    6.2536    7.3586    7.4465    7.4506    8.3640    8.3772    8.5650    8.9104    8.9579    9.2835    9.5687    9.8920    9.9140   10.1483   10.1636   10.3973   10.6870   10.6995   10.7627   11.8081
  0.4756  -14.7759  -14.6751  -14.6728  -14.0017  -13.9995  -13.8485   -8.6121   -8.6107   -8.6071   -8.5680   -8.5675   -8.5652   -8.5430   -8.5418   -8.5386   -8.4912   -8.4902   -8.4881   -8.2866   -8.1915   -8.1901   -5.0797   -4.6597   -4.6554   -2.8970   -2.8859   -2.2463   -1.9259   -1.9019   -1.8333   -1.7058   -1.6249   -1.3760   -1.3528   -1.3375   -1.1171   -1.0063   -0.6969   -0.6445    3.2751    3.3632    3.3841    5.6685    6.1437    6.1780    7.1490    7.2313    7.2397    8.2693    8.2755    8.4924    8.8127    8.8525    9.2259    9.6077    9.8834    9.9013   10.3277   10.3489   10.5414   10.9156   10.9337   10.9612   11.5457
