#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -43.7549  -43.6913  -43.6858  -36.4495  -17.8456  -16.8993  -16.8973  -15.1462  -13.4312   -8.1393   -8.1132   -7.7921   -7.7917   -7.7558   -4.8513   -1.3500   -1.2333   -0.4121   -0.3622   -0.2229    1.8265    4.6881    5.4399    6.4338
  0.0565  -43.7549  -43.6914  -43.6857  -36.4487  -17.8418  -16.9112  -16.8999  -15.1348  -13.4335   -8.1382   -8.1123   -7.7960   -7.7918   -7.7518   -4.8383   -1.3641   -1.2476   -0.4251   -0.4034   -0.2605    1.8932    4.6993    5.4266    6.4701
  0.1129  -43.7548  -43.6919  -43.6856  -36.4462  -17.8304  -16.9483  -16.9051  -15.1018  -13.4402   -8.1357   -8.1090   -7.8051   -7.7921   -7.7427   -4.7999   -1.4162   -1.2795   -0.5707   -0.4483   -0.3204    2.0699    4.7264    5.3890    6.5076
  0.1694  -43.7548  -43.6926  -43.6854  -36.4421  -17.8118  -17.0067  -16.9135  -15.0500  -13.4513   -8.1327   -8.1018   -7.8162   -7.7924   -7.7316   -4.7377   -1.5208   -1.3121   -0.8212   -0.4962   -0.3804    2.3135    4.7532    5.3432    6.5731
  0.2259  -43.7547  -43.6935  -43.6851  -36.4366  -17.7865  -17.0818  -16.9248  -14.9831  -13.4662   -8.1296   -8.0904   -7.8282   -7.7927   -7.7199   -4.6544   -1.6784   -1.3448   -1.1055   -0.5611   -0.4505    2.5908    4.7358    5.3337    6.7642
  0.2823  -43.7546  -43.6947  -43.6848  -36.4297  -17.7553  -17.1689  -16.9387  -14.9050  -13.4845   -8.1258   -8.0749   -7.8404   -7.7927   -7.7082   -4.5539   -1.8894   -1.3983   -1.3663   -0.6415   -0.5312    2.8828    4.6364    5.4046    6.8634
  0.3388  -43.7546  -43.6961  -43.6844  -36.4218  -17.7198  -17.2630  -16.9547  -14.8195  -13.5056   -8.1203   -8.0566   -7.8524   -7.7923   -7.6966   -4.4420   -2.1536   -1.6310   -1.4197   -0.7347   -0.6199    3.1786    4.4723    5.5461    7.0140
  0.3952  -43.7545  -43.6976  -43.6840  -36.4129  -17.6828  -17.3583  -16.9724  -14.7300  -13.5284   -8.1122   -8.0363   -7.8637   -7.7909   -7.6854   -4.3269   -2.4537   -1.8363   -1.4676   -0.8378   -0.7129    3.4683    4.2813    5.7285    7.2318
  0.4517  -43.7544  -43.6992  -43.6836  -36.4035  -17.6525  -17.4442  -16.9910  -14.6397  -13.5518   -8.1012   -8.0153   -7.8734   -7.7883   -7.6746   -4.2221   -2.7595   -2.0100   -1.5212   -0.9479   -0.8062    3.7169    4.1180    5.9297    7.5002
  0.5082  -43.7543  -43.7007  -43.6831  -36.3938  -17.6571  -17.4910  -17.0101  -14.5520  -13.5740   -8.0876   -7.9949   -7.8803   -7.7839   -7.6641   -4.1521   -3.0361   -2.1553   -1.5800   -1.0624   -0.8963    3.7322    4.1859    6.1328    7.8334
  0.5646  -43.7542  -43.7023  -43.6827  -36.3840  -17.7168  -17.4771  -17.0291  -14.4701  -13.5933   -8.0724   -7.9762   -7.8827   -7.7773   -7.6537   -4.1589   -3.2386   -2.2702   -1.6429   -1.1785   -0.9801    3.5637    4.4420    6.3219    7.8637
