#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -45.7514  -45.7511  -45.6595  -45.6591  -45.6439  -45.6435  -27.0200  -27.0115  -27.0082  -27.0002  -26.9882  -26.9798  -26.4643  -26.4595  -26.4529  -26.4480  -26.4283  -26.4081  -26.4035  -26.3957  -26.3648  -26.3510  -26.3476  -26.3418  -26.1469  -26.1447  -26.1082  -26.1068  -26.1014  -26.0992  -10.3434  -10.1396   -9.7534   -9.4405   -3.2007   -2.5209   -2.0644   -1.5381   -1.3855   -1.3562   -1.1459   -1.0377   -0.6161   -0.5970   -0.4535   -0.2422    1.1689    1.9497    2.4546    2.9165    3.7831    3.9952    4.6168    5.0081    5.2639    5.4766    5.6883    5.7328    6.5922    6.7950    7.0426    7.0625    7.1510    7.8906
  0.0576  -45.7514  -45.7511  -45.6595  -45.6591  -45.6439  -45.6436  -27.0200  -27.0115  -27.0082  -27.0002  -26.9883  -26.9799  -26.4642  -26.4594  -26.4527  -26.4480  -26.4285  -26.4083  -26.4035  -26.3956  -26.3647  -26.3511  -26.3476  -26.3419  -26.1469  -26.1446  -26.1083  -26.1068  -26.1014  -26.0992  -10.3365  -10.1339   -9.7495   -9.4391   -3.1920   -2.5316   -2.0921   -1.5848   -1.4169   -1.3386   -1.1419   -1.0315   -0.6703   -0.5712   -0.4560   -0.3064    1.2424    1.9855    2.4863    2.9340    3.8200    4.0387    4.6478    5.0028    5.2515    5.4441    5.7148    5.7272    6.6073    6.7285    6.9739    7.0565    7.1293    7.7431
  0.1152  -45.7514  -45.7511  -45.6595  -45.6591  -45.6439  -45.6436  -27.0200  -27.0115  -27.0083  -27.0003  -26.9884  -26.9801  -26.4640  -26.4592  -26.4522  -26.4482  -26.4290  -26.4089  -26.4034  -26.3954  -26.3644  -26.3515  -26.3477  -26.3422  -26.1469  -26.1446  -26.1084  -26.1070  -26.1014  -26.0992  -10.3162  -10.1171   -9.7380   -9.4350   -3.1665   -2.5676   -2.1776   -1.7085   -1.4696   -1.3160   -1.1319   -1.0182   -0.7631   -0.5556   -0.4648   -0.4588    1.4259    2.0760    2.5798    2.9788    3.9285    4.1681    4.7188    4.9618    5.2457    5.3899    5.6854    5.8039    6.5414    6.6505    6.8195    6.9716    7.0483    7.5072
  0.1728  -45.7514  -45.7511  -45.6595  -45.6591  -45.6439  -45.6436  -27.0199  -27.0115  -27.0084  -27.0004  -26.9887  -26.9804  -26.4636  -26.4588  -26.4513  -26.4484  -26.4299  -26.4098  -26.4033  -26.3951  -26.3638  -26.3522  -26.3478  -26.3426  -26.1469  -26.1446  -26.1087  -26.1073  -26.1014  -26.0992  -10.2830  -10.0898   -9.7197   -9.4289   -3.1279   -2.6395   -2.3179   -1.8728   -1.5290   -1.2924   -1.1234   -1.0075   -0.8662   -0.6258   -0.5589   -0.4753    1.6591    2.1867    2.7253    3.0341    4.1005    4.3734    4.7533    4.8663    5.2815    5.4163    5.6160    5.9212    6.3052    6.5731    6.7162    6.8450    6.9745    7.3900
  0.2304  -45.7514  -45.7511  -45.6595  -45.6591  -45.6439  -45.6436  -27.0199  -27.0115  -27.0085  -27.0006  -26.9890  -26.9808  -26.4631  -26.4583  -26.4501  -26.4488  -26.4310  -26.4110  -26.4031  -26.3948  -26.3631  -26.3529  -26.3479  -26.3432  -26.1469  -26.1446  -26.1090  -26.1076  -26.1013  -26.0991  -10.2379  -10.0533   -9.6957   -9.4222   -3.0867   -2.7586   -2.4891   -2.0429   -1.6127   -1.2678   -1.1358   -1.0035   -0.9373   -0.7430   -0.5952   -0.4740    1.9023    2.2925    2.8990    3.0846    4.3091    4.5951    4.7105    4.7805    5.3438    5.4686    5.6407    5.9537    6.1521    6.2936    6.6358    6.7954    6.9071    7.3300
  0.2880  -45.7514  -45.7511  -45.6595  -45.6591  -45.6440  -45.6437  -27.0198  -27.0115  -27.0087  -27.0007  -26.9893  -26.9812  -26.4624  -26.4576  -26.4493  -26.4485  -26.4324  -26.4126  -26.4027  -26.3945  -26.3623  -26.3537  -26.3482  -26.3439  -26.1468  -26.1446  -26.1094  -26.1080  -26.1013  -26.0991  -10.1825  -10.0093   -9.6677   -9.4163   -3.0769   -2.9233   -2.6358   -2.2028   -1.7466   -1.2376   -1.1763   -0.9916   -0.9499   -0.7889   -0.6610   -0.4631    2.1325    2.3843    3.0726    3.1234    4.4177    4.5776    4.7551    4.9085    5.3743    5.4354    5.8050    5.8572    6.0769    6.1114    6.4835    6.7682    6.9719    7.3552
  0.3456  -45.7514  -45.7511  -45.6595  -45.6591  -45.6440  -45.6437  -27.0197  -27.0115  -27.0089  -27.0009  -26.9897  -26.9817  -26.4616  -26.4568  -26.4498  -26.4469  -26.4339  -26.4144  -26.4023  -26.3943  -26.3613  -26.3544  -26.3485  -26.3448  -26.1468  -26.1445  -26.1099  -26.1084  -26.1012  -26.0990  -10.1188   -9.9600   -9.6376   -9.4130   -3.1623   -3.1148   -2.6767   -2.3530   -1.9209   -1.2081   -1.1937   -0.9543   -0.9397   -0.7940   -0.7403   -0.4509    2.3312    2.4571    3.1561    3.2291    4.3598    4.4864    4.9479    4.9512    5.2721    5.6105    5.7006    5.8585    6.0171    6.0213    6.4982    6.6480    6.8970    7.3110
  0.4032  -45.7514  -45.7511  -45.6595  -45.6591  -45.6441  -45.6437  -27.0196  -27.0115  -27.0091  -27.0011  -26.9901  -26.9822  -26.4607  -26.4558  -26.4504  -26.4451  -26.4354  -26.4165  -26.4017  -26.3943  -26.3603  -26.3549  -26.3489  -26.3457  -26.1468  -26.1445  -26.1103  -26.1088  -26.1012  -26.0990  -10.0494   -9.9083   -9.6077   -9.4142   -3.3227   -3.3091   -2.6251   -2.4945   -2.0979   -1.2121   -1.1360   -0.9660   -0.8959   -0.7927   -0.7863   -0.4425    2.4735    2.5046    3.2095    3.3637    4.3028    4.3966    4.8816    5.0612    5.1770    5.5384    5.6595    5.9138    5.9417    6.0788    6.4256    6.5301    6.7324    7.3989
  0.4608  -45.7514  -45.7511  -45.6595  -45.6591  -45.6441  -45.6438  -27.0195  -27.0115  -27.0092  -27.0012  -26.9905  -26.9826  -26.4597  -26.4548  -26.4510  -26.4437  -26.4364  -26.4188  -26.4011  -26.3944  -26.3592  -26.3553  -26.3494  -26.3468  -26.1467  -26.1445  -26.1107  -26.1092  -26.1011  -26.0989   -9.9775   -9.8578   -9.5801   -9.4214   -3.4915   -3.4875   -2.6215   -2.5684   -2.2226   -1.2032   -1.0705   -1.0536   -0.8266   -0.7881   -0.7787   -0.4413    2.5213    2.5373    3.3193    3.4802    4.2863    4.2948    4.8480    4.9963    5.1214    5.4085    5.4927    5.8588    5.9795    6.1635    6.2481    6.4789    6.5652    7.5549
  0.5184  -45.7514  -45.7511  -45.6595  -45.6591  -45.6441  -45.6438  -27.0194  -27.0115  -27.0094  -27.0014  -26.9908  -26.9830  -26.4586  -26.4538  -26.4514  -26.4435  -26.4362  -26.4213  -26.4002  -26.3948  -26.3581  -26.3554  -26.3499  -26.3479  -26.1467  -26.1444  -26.1110  -26.1096  -26.1011  -26.0989   -9.9073   -9.8127   -9.5563   -9.4353   -3.6384   -3.6370   -2.7246   -2.6025   -2.2084   -1.2675   -1.0877   -1.0054   -0.7820   -0.7677   -0.7480   -0.4502    2.5117    2.5349    3.4912    3.5849    4.1599    4.3347    4.8552    4.8736    5.0567    5.3057    5.3464    5.7530    5.8055    6.1199    6.2926    6.3867    6.4533    7.6611
